일자,시가,고가,저가,종가,전일대비,등락률,거래량,개인,외국인,기관
2026/06/16,133455,134445,130100,133665,4045,+3.12,1320313,+6252,-337,-5543
2026/06/15,128880,130575,128860,129620,6970,+5.68,1587490,+14331,-10,-14929
2026/06/12,125870,128235,122400,122650,7150,+6.19,1648987,-94,-162,+497
2026/06/11,109930,117155,109725,115500,1390,+1.22,2312960,+5093,+152,-5429
2026/06/10,115880,118255,112000,114110,7365,-6.06,1079804,+1135,+223,-2658
2026/06/09,117400,121770,114150,121475,12035,+11.00,1681989,+7991,-531,-7168
2026/06/08,107970,115995,106560,109440,10360,-8.65,2236289,-869,-148,+4087
2026/06/05,121405,124120,119060,119800,9375,-7.26,2023362,+9175,+405,-10877
2026/06/04,127005,131035,127000,129175,1500,+1.17,1673103,+43143,-5,-43467
2026/06/02,128320,131780,123770,127675,2305,+1.84,3073504,+76436,-365,-76465
2026/06/01,119285,127995,119285,125370,6095,+5.11,2049488,+64963,+71,-65520
2026/05/29,117200,121900,116770,119275,3895,+3.38,974099,+20244,-189,-19071
2026/05/28,114900,118000,111190,115380,865,-0.74,1166540,+12329,+265,-12892
2026/05/27,118500,122000,116200,116245,9355,+8.75,1510034,+33205,-528,-33295
2026/05/26,106095,108000,106095,106890,2875,+2.76,645390,+2073,+444,-2535
2026/05/22,103450,105000,103100,104015,820,+0.79,489636,+113,+7,-80
2026/05/21,98960,103625,98600,103195,7585,+7.93,903553,+8283,-351,-7769
2026/05/20,95365,96470,93700,95610,1515,+1.61,1179983,+1508,-33,-2573
2026/05/19,98170,98180,92580,94095,4365,-4.43,710159,-605,-65,+719
2026/05/18,97500,100810,92560,98460,0,0.00,845400,-2364,-204,+2238
2026/05/15,104660,105200,96997,98460,6795,-6.46,1123220,+2303,+59,-2192
2026/05/14,104200,106315,103515,105255,1055,+1.01,825378,+10110,+482,-11104
2026/05/13,100250,104495,96000,104200,3475,+3.45,986389,+11621,-476,-11525
2026/05/12,103585,109575,98270,100725,1510,-1.48,1392403,+11878,+400,-15302
2026/05/11,98655,105000,98015,102235,10200,+11.08,1101635,+32235,-529,-31561
2026/05/08,89545,92077,89005,92035,195,-0.21,387002,+5435,+329,-5609
2026/05/07,93165,97000,89545,92230,1470,+1.62,604807,+8285,+144,-8590
2026/05/06,86900,91360,86900,90760,10830,+13.55,620014,+12293,-613,-11757
2026/05/04,76105,80380,75640,79930,5350,+7.17,324588,+197,-101,-87
2026/04/30,76900,76900,74440,74580,880,-1.17,235334,+145,-14,-254
2026/04/29,75000,75805,74105,75460,385,-0.51,234675,+173,+351,-514
2026/04/28,77000,77555,75945,75945,25,+0.03,183539,+1525,+5,-1584
2026/04/27,74475,76555,73845,75920,2760,+3.77,258132,+2048,-326,-1917
2026/04/24,73750,73985,72000,73160,535,-0.73,292915,+1039,+370,-1420
2026/04/23,73395,74780,71895,73695,1820,+2.53,652740,+862,-604,-208
2026/04/22,71590,72155,71190,71875,230,+0.32,252979,-2770,+13,+2726
2026/04/21,70385,71690,70385,71645,1445,+2.06,194711,-774,-26,+811
2026/04/20,69950,70715,68000,70200,355,+0.51,220331,-1659,+272,+1235
2026/04/17,70735,70735,69510,69845,1115,-1.57,212338,+2046,+45,-2067
2026/04/16,70000,70960,69610,70960,1075,+1.54,303449,-345,+5,+343
2026/04/15,70580,72620,69640,69885,1620,+2.37,618765,+3248,+367,-3615
2026/04/14,67000,68970,67000,68265,2440,+3.71,393673,+1409,-4,-1290
2026/04/13,64800,66127,64380,65825,140,-0.21,469017,-1480,-5,+1891
2026/04/10,65700,66855,65700,65965,1625,+2.53,394504,-1694,-3,+1410
2026/04/09,65025,65700,63935,64340,655,-1.01,281712,-1301,-53,+1410
2026/04/08,63500,66480,63500,64995,4630,+7.67,427703,-1513,-72,+2096
2026/04/07,61300,61500,59500,60365,820,+1.38,285757,+593,+64,-675
2026/04/06,58545,59965,58545,59545,1135,+1.94,273113,+931,-16,-930
2026/04/03,58475,58675,57735,58410,1845,+3.26,268074,+209,-345,+155
2026/04/02,61310,61310,56030,56565,1905,-3.26,531008,-2511,+294,+2221
2026/04/01,57000,58660,56500,58470,4855,+9.06,380834,-462,-324,+809
2026/03/31,54300,55250,52925,53615,3490,-6.11,371616,+579,-42,-656
2026/03/30,57060,57330,55300,57105,1670,-2.84,261037,-480,-3,+446
2026/03/27,56905,60895,56790,58775,1230,-2.05,487465,+1513,+38,-1836
2026/03/26,60805,61150,59900,60005,2625,-4.19,262468,-2012,+410,+1750
2026/03/25,63890,64220,62630,62630,225,+0.36,327406,-517,-380,+1226
2026/03/24,63210,63210,60895,62405,1185,+1.94,509910,-2255,+11,+2243
2026/03/23,62235,62350,60745,61220,4250,-6.49,424037,+1718,+336,-1305
2026/03/20,65800,65820,64877,65470,240,+0.37,327293,+1545,-362,-1497
2026/03/19,65200,67500,64415,65230,2385,-3.53,855261,+3233,+51,-3299
2026/03/18,65390,67700,64885,67615,4465,+7.07,875165,+3961,-2,-3654
2026/03/17,65010,65035,63090,63150,145,+0.23,679987,+1377,-8,-823
2026/03/16,60450,63260,60450,63005,3075,+5.13,579577,+2616,+44,-3201
2026/03/13,59220,60805,58900,59930,1090,-1.79,587806,+1034,-6,-1046
2026/03/12,61120,61700,60600,61020,400,-0.65,213323,+1090,-27,-861
2026/03/11,61540,62350,60675,61420,1720,+2.88,279051,+1734,+267,-2141
2026/03/10,58970,60480,58625,59700,4525,+8.20,397282,-1338,-343,+1681
2026/03/09,54995,55600,53535,55175,5400,-8.91,527974,-34,+69,+99
2026/03/06,59640,60730,58805,60575,225,-0.37,426178,-1041,-1730,+2795
2026/03/05,59865,62760,59805,60800,5950,+10.85,731121,-9874,-303,+10168
2026/03/04,57465,60210,54000,54850,5960,-9.80,729370,-902,+532,+419
2026/03/03,64425,64780,60800,60810,5165,-7.83,623062,-679,+1599,-986
2026/02/27,65500,67170,64610,65975,1525,-2.26,642959,+434,-113,-569
2026/02/26,65450,67500,64795,67500,3300,+5.14,530776,-2275,-42,+2299
2026/02/25,64115,64885,64030,64200,270,+0.42,477791,+4459,-840,-2959
2026/02/24,61985,64190,61985,63930,1945,+3.14,351009,+2317,+170,-2585
2026/02/23,62910,63210,61570,61985,195,+0.32,328292,+684,-590,+7
2026/02/20,61140,61900,60460,61790,650,+1.06,333765,+847,+237,-1188
2026/02/19,61855,61910,60755,61140,1680,+2.83,415035,+3289,+14,-3261
2026/02/13,58750,60295,58750,59460,710,+1.21,525338,+3057,+101,-3852
2026/02/12,58430,59150,58250,58750,2645,+4.71,432541,-989,-101,+1058
2026/02/11,56220,56520,55520,56105,515,-0.91,396926,-2067,-699,+2762
2026/02/10,57065,57470,56505,56620,450,-0.79,366980,-3484,-1088,+4478
2026/02/09,58595,58595,57010,57070,2395,+4.38,401673,-184,-200,+441
2026/02/06,52530,55050,52300,54675,305,-0.55,586157,+138,-2940,+3015
2026/02/05,54850,56145,54215,54980,3405,-5.83,618621,+4830,+521,-5590
2026/02/04,58480,58485,56935,58385,1300,-2.18,634821,+8770,-7,-8756
2026/02/03,58750,59685,57965,59685,4890,+8.92,484054,+5871,-186,-5758
2026/02/02,57500,57890,54395,54795,4645,-7.81,782634,+2608,-160,-2396
2026/01/30,58710,60400,58450,59440,665,+1.13,705048,+4084,-2638,-1433
2026/01/29,60070,60400,57340,58775,665,+1.14,706101,+4191,-145,-3780
2026/01/28,58000,58270,56405,58110,2550,+4.59,435377,+6010,-15,-6988
2026/01/27,53005,55590,52765,55560,2325,+4.37,353124,+338,-5,-474
2026/01/26,54010,54010,52965,53235,810,-1.50,352141,-587,+1,+714
2026/01/23,54380,54380,53300,54045,55,-0.10,305662,+964,+133,-832
2026/01/22,54395,55400,53975,54100,1940,+3.72,599009,+10294,0,-10769
2026/01/21,50400,52665,50130,52160,395,+0.76,393149,+4454,-6,-4503
2026/01/20,53845,53845,51240,51765,2085,-3.87,609584,+6424,-3,-6762
2026/01/19,51710,53875,51710,53850,2155,+4.17,542896,+7418,-125,-7376
2026/01/16,50690,51730,50660,51695,1760,+3.52,350655,+4992,+1,-5278
2026/01/15,49560,49935,48500,49935,175,+0.35,174651,+1884,+5,-1805
2026/01/14,49700,49945,48900,49760,10,+0.02,271514,+2573,+113,-2692
2026/01/13,50600,50600,49355,49750,220,+0.44,197140,+1567,-127,-1449
2026/01/12,49820,50855,49085,49530,1330,+2.76,337724,+503,-46,-420
2026/01/09,48230,48745,47440,48200,855,-1.74,290579,+2538,+23,-2506
2026/01/08,48900,50230,48615,49055,335,-0.68,367394,+3449,+113,-3645
2026/01/07,50280,50870,48885,49390,1630,+3.41,523304,+5355,+34,-5730
2026/01/06,47040,47810,45800,47760,695,+1.48,366664,+2738,-3,-3100
2026/01/05,46335,47350,46115,47065,3020,+6.86,362471,+5377,-1,-5862
2026/01/02,43500,44065,42500,44045,1125,+2.62,317563,+3053,-57,-3336
2025/12/30,42180,44290,42150,42920,740,+1.75,257545,+3256,+50,-3313
2025/12/29,42920,42925,41765,42180,585,+1.41,172079,+1392,-14,-1385
2025/12/26,40970,43020,40970,41595,1325,+3.29,293774,+2734,+10,-2745
2025/12/24,41640,41640,40270,40270,550,-1.35,58930,+209,0,-214
2025/12/23,40600,41740,40550,40820,435,+1.08,98850,+1128,0,-1118
2025/12/22,40290,41800,39745,40385,1745,+4.52,126315,+795,-32,-802
2025/12/19,38695,39545,38460,38640,400,+1.05,81272,-285,-65,+334
2025/12/18,36980,39500,36980,38240,110,+0.29,160208,+1580,+9,-1595
2025/12/17,37100,38130,37000,38130,1130,+3.05,54253,+304,-1,-335
2025/12/16,38110,38110,37000,37000,1150,-3.01,63696,+53,-2,-55
2025/12/15,37995,38410,37220,38150,1465,-3.70,101825,-86,-1,+86
2025/12/12,39390,39680,38940,39615,240,+0.61,55345,+209,+49,-259
2025/12/11,39925,40470,39365,39375,165,-0.42,81351,+430,+22,-469
2025/12/10,39105,39915,39105,39540,490,+1.25,70961,+1033,-1,-989
2025/12/09,38810,39320,38810,39050,240,+0.62,72889,+535,-75,-465
2025/12/08,38985,38985,37950,38810,1055,+2.79,103484,+760,-4,-785
2025/12/05,37440,37765,37050,37755,10,+0.03,58657,-231,+39,+232
2025/12/04,38130,38140,37290,37745,385,-1.01,54710,+430,-24,-405
2025/12/03,37800,38230,37630,38130,505,+1.34,48856,+548,-4,-543
2025/12/02,36800,37950,36800,37625,860,+2.34,60562,+420,+6,-425
2025/12/01,37280,39355,36415,36765,205,+0.56,90636,+225,+9,-235
2025/11/28,36900,36925,36010,36560,320,-0.87,119892,-1042,0,+1041
2025/11/27,36600,38900,36595,36880,850,+2.36,81429,+502,-4,-501
2025/11/26,35425,36030,35245,36030,605,+1.71,29300,-53,+2,+51
2025/11/25,36500,36505,35162,35425,830,+2.40,68983,-57,-1,+58
2025/11/24,34855,35000,34365,34595,655,+1.93,75709,+283,+5,-289
2025/11/21,33500,34765,33500,33940,3555,-9.48,192170,+468,-15,-455
2025/11/20,37885,38995,37150,37495,1510,+4.20,95355,+306,0,-306
2025/11/19,36740,36740,35405,35985,925,-2.51,57822,-66,+13,+213
2025/11/18,37985,37985,36700,36910,1135,-2.98,40515,+67,+19,-85
2025/11/17,38300,38505,37340,38045,1585,+4.35,81625,-175,-6,+180
2025/11/14,36010,37185,35560,36460,2475,-6.36,109776,+36,+17,-48
2025/11/13,38655,38965,38400,38935,280,+0.72,49868,+557,+3,-568
2025/11/12,38950,38950,38100,38655,490,-1.25,74737,+741,-5,-793
2025/11/11,40405,40405,38620,39145,975,+2.55,152882,+1625,+26,-1652
2025/11/10,37360,38305,37245,38170,810,+2.17,75589,+853,-2,-852
2025/11/07,35050,37670,35050,37360,235,-0.63,90663,-117,-1,+137
2025/11/06,39500,39500,37105,37595,1125,+3.08,94910,+920,0,-1010
2025/11/05,35560,36900,34925,36470,1060,-2.82,138641,-553,-1,+519
2025/11/04,38700,39620,37365,37530,755,-1.97,105706,+691,-33,-620
2025/11/03,37535,38305,36820,38285,1025,+2.75,118631,+999,-1,-999
2025/10/31,36860,37260,36705,37260,400,+1.09,99856,+1046,+31,-1449
2025/10/30,36300,37150,36300,36860,620,+1.71,67474,+397,-19,-420
2025/10/29,35445,36240,35420,36240,795,+2.24,63953,+382,+3,-385
2025/10/28,36610,36610,35045,35445,475,-1.32,70594,+253,-18,-271
2025/10/27,35550,35960,35440,35920,1565,+4.56,119292,+1704,+6,-1713
2025/10/24,33950,34355,33780,34355,1390,+4.22,40201,+111,+20,-137
2025/10/23,32880,33185,32400,32965,330,-0.99,23529,+71,-20,-51
2025/10/22,33120,33367,32330,33295,240,-0.72,44754,+1,+20,-21
2025/10/21,33520,34080,33400,33535,295,+0.89,70228,+587,-10,-577
2025/10/20,32860,33240,32630,33240,610,+1.87,50199,-22,+13,-90
2025/10/17,31760,33330,30490,32630,810,+2.55,102427,+908,-1,-941
2025/10/16,31015,31920,30950,31820,1010,+3.28,46909,-32,0,+36
2025/10/15,30525,31100,30220,30810,330,+1.08,36899,+200,0,-199
2025/10/14,30855,31890,30160,30480,30,-0.10,67659,+29,0,-34
2025/10/13,30800,30800,28550,30510,485,-1.56,58909,+8,0,-11
2025/10/10,38445,38445,30585,30995,1420,+4.80,152431,+1874,-2,-1874
2025/10/02,28495,29995,28375,29575,2145,+7.82,105531,+952,0,-953
2025/10/01,27030,27460,27020,27430,610,+2.27,20120,+174,0,-174
2025/09/30,27030,27030,26775,26820,155,+0.58,6558,+21,0,-20
2025/09/29,26010,26665,26010,26665,360,+1.37,16432,-4,0,+3
2025/09/26,25560,26550,25560,26305,655,-2.43,18550,-145,0,+144
2025/09/25,27175,27175,26690,26960,215,-0.79,31219,+89,0,-90
2025/09/24,27100,27175,26845,27175,90,+0.33,21256,+132,0,-132
2025/09/23,26510,27700,26510,27085,610,+2.30,20708,+113,0,-110
2025/09/22,27250,27250,26245,26475,115,-0.43,21183,+280,0,-281
2025/09/19,26900,26900,26050,26590,760,+2.94,22770,+220,0,-222
2025/09/18,25040,25995,25040,25830,790,+3.15,14177,+108,0,-109
2025/09/17,24855,25195,24855,25040,300,-1.18,12527,+91,0,-91
2025/09/16,24705,25405,24010,25340,640,+2.59,28332,+135,0,-136
2025/09/15,31205,31205,24500,24700,695,+2.90,48639,+291,0,-292
2025/09/12,23010,24095,23010,24005,1090,+4.76,12300,+31,-5,-29
2025/09/11,22575,23030,22575,22915,345,+1.53,22819,+26,+4,-31
2025/09/10,22000,23000,22000,22570,650,+2.97,3551,0,0,-1
2025/09/09,21900,21920,21540,21920,345,+1.60,4129,-62,0,+62
2025/09/08,21250,21650,21250,21575,425,+2.01,1279,-6,0,+6
2025/09/05,20605,21155,20605,21150,630,+3.07,13996,-45,0,+44
2025/09/04,20890,20890,20445,20520,145,+0.71,553,0,0,-1
2025/09/03,20800,20800,20345,20375,90,-0.44,153,-1,0,+2
2025/09/02,20680,20680,20340,20465,150,+0.74,1193,+8,0,-7
2025/09/01,20845,20845,20115,20315,530,-2.54,630,+3,0,-3
2025/08/29,21200,21200,20200,20845,115,+0.55,3182,-58,0,+58
2025/08/28,20525,20730,20460,20730,205,+1.00,3034,-13,0,+13
2025/08/27,20490,20570,20440,20525,35,+0.17,3220,-15,0,+15
2025/08/26,20500,20560,20440,20490,10,-0.05,617,+3,0,-4
2025/08/25,20250,21500,19755,20500,315,+1.56,1424,-16,0,+16
2025/08/22,20335,20335,20125,20185,150,-0.74,842,-2,0,+2
2025/08/21,20530,20530,20270,20335,195,-0.95,1041,+4,0,-4
2025/08/20,20750,20750,20450,20530,220,-1.06,1719,-10,0,+10
2025/08/19,20835,20945,20725,20750,10,+0.05,1529,-11,0,+11
2025/08/18,21470,21470,20735,20740,730,-3.40,3038,-8,0,+7
2025/08/14,20895,21475,20895,21470,140,-0.65,3770,+6,0,-6
2025/08/13,22000,22000,21180,21610,430,+2.03,3888,-33,0,+33
2025/08/12,20310,21275,20310,21180,320,+1.53,5481,+5,0,-5
2025/08/11,20220,20905,20220,20860,640,+3.17,3640,-8,0,+8
2025/08/08,20315,20570,20205,20220,230,+1.15,16198,-210,0,+211
2025/08/07,19875,20077,19785,19990,115,+0.58,11392,+202,0,-202
2025/08/06,20005,20400,19765,19875,125,-0.62,2545,+20,0,-19
2025/08/05,19775,20165,19775,20000,230,+1.16,1380,+14,0,-13
2025/08/04,19975,20080,19005,19770,205,-1.03,1898,+1,0,-1
2025/08/01,20950,20950,19650,19975,975,-4.65,3581,+11,0,-11
2025/07/31,20615,20950,20600,20950,340,+1.65,2933,-17,0,+17
2025/07/30,20475,20610,20415,20610,135,+0.66,4693,-55,0,+54
2025/07/29,20245,20520,20175,20475,230,+1.14,4408,-40,0,+38
2025/07/28,20400,20400,19985,20242,152,+0.76,8390,+29,0,-29
2025/07/25,19950,20185,19950,20090,140,+0.70,1872,-14,0,+14
2025/07/24,20395,20395,19950,19950,0,0.00,2921,+39,0,-39
2025/07/23,20300,20300,19730,19950,350,-1.72,3968,-23,0,+23
2025/07/22,20305,20650,20300,20300,270,-1.31,3496,+5,0,-5
2025/07/21,22100,22100,20515,20570,30,+0.15,2949,-5,0,+5
2025/07/18,20200,20755,20200,20540,215,-1.04,1938,0,0,0
2025/07/17,21500,21500,20615,20755,660,-3.08,5619,+42,0,-42
2025/07/16,21500,21500,21300,21415,110,+0.52,1691,-2,0,+2
2025/07/15,21065,21305,20910,21305,75,-0.35,8236,-52,0,+53
2025/07/14,21700,21700,21325,21380,320,-1.47,3325,+7,0,-7
2025/07/11,21200,21700,21200,21700,710,+3.38,18266,-67,0,+67
2025/07/10,20820,21025,20735,20990,170,+0.82,1974,-1,0,0
2025/07/09,20995,21200,20775,20820,185,+0.90,4555,-8,0,+7
2025/07/08,21000,21000,20345,20635,110,+0.54,5764,-60,0,+60
2025/07/07,21000,21000,20395,20525,10,+0.05,6925,+59,0,-60
2025/07/04,22000,22000,20510,20515,185,-0.89,6088,+15,-1,-15
2025/07/03,20900,20900,20000,20700,330,+1.62,9513,+8,0,-8
2025/07/02,20645,20645,20172,20370,270,-1.31,2736,-24,0,+24
2025/07/01,21200,21200,20605,20640,215,-1.03,9241,-80,0,+80
2025/06/30,20505,20900,20500,20855,120,+0.58,10500,+99,0,-99
2025/06/27,21020,21030,20675,20735,285,-1.36,6262,-26,0,+27
2025/06/26,21500,21505,20805,21020,45,+0.21,14387,-14,0,+14
2025/06/25,20515,20975,20515,20975,575,+2.82,11769,+44,0,-44
2025/06/24,19700,20455,19700,20400,885,+4.53,6096,+17,0,-17
2025/06/23,19205,19710,19205,19515,165,-0.84,9377,-51,0,+51
2025/06/20,19530,19700,19530,19680,150,+0.77,2775,+8,0,-8
2025/06/19,19590,19630,19265,19530,25,-0.13,6011,+2,0,-2
2025/06/18,19250,19615,19250,19555,95,+0.49,3186,+15,0,-15
2025/06/17,19600,19710,19227,19460,420,+2.21,9848,+20,0,-20
2025/06/16,18830,19045,18300,19040,210,+1.12,5110,-16,0,+16
2025/06/13,19590,19590,18740,18830,165,-0.87,7396,-38,0,+39
2025/06/12,19400,19610,18945,18995,175,-0.91,6625,-23,0,+23
2025/06/11,18990,19190,18990,19170,555,+2.98,6799,+48,0,-48
2025/06/10,18700,18880,18440,18615,210,+1.14,2851,-14,0,+14
2025/06/09,18020,18550,18020,18405,495,+2.76,2785,+8,0,-8
2025/06/05,17715,18100,17710,17910,195,+1.10,2503,+8,0,-7
2025/06/04,17890,17890,17335,17715,800,+4.73,2548,+7,0,-6
2025/06/02,17390,17390,16805,16915,140,-0.82,357,+2,0,-2
2025/05/30,17410,17410,17055,17055,335,-1.93,1028,0,0,0
2025/05/29,17380,17395,17265,17390,270,+1.58,1652,-14,0,+14
2025/05/28,17000,17195,17000,17120,440,+2.64,1393,-1,0,+1
2025/05/27,16590,16680,16590,16680,90,+0.54,686,-4,0,+4
2025/05/26,16340,16670,16340,16590,50,-0.30,1376,+6,0,-6
2025/05/23,16645,16775,16640,16640,5,-0.03,1692,-8,0,+9
2025/05/22,16505,16790,16505,16645,390,-2.29,4102,-11,0,+11
2025/05/21,17180,17185,16960,17035,145,-0.84,2539,-11,0,+10
2025/05/20,17330,17330,17180,17180,180,+1.06,1168,+2,0,-2
2025/05/19,17110,17110,16500,17000,110,-0.64,1453,-13,0,+13
2025/05/16,17500,17500,17000,17110,55,-0.32,1526,+2,0,-2
2025/05/15,17600,17600,17165,17165,435,-2.47,2130,+6,0,-6
2025/05/14,17675,17675,16805,17600,585,+3.44,3741,-11,0,+11
2025/05/13,17000,17135,16915,17015,585,+3.56,4205,-32,0,+32
2025/05/12,16180,16505,16180,16430,495,+3.11,1582,-3,0,+3
2025/05/09,15990,16030,15900,15935,60,+0.38,1566,+7,0,-7
2025/05/08,15800,16720,15800,15875,195,+1.24,8248,+14,0,-14
2025/05/07,15350,15695,15350,15680,330,+2.15,323,-1,0,+1
2025/05/02,15400,15530,15345,15350,40,+0.26,3418,+15,0,-14
2025/04/30,15400,15400,15280,15310,355,-2.27,1642,-7,0,+7
2025/04/29,15680,15710,15580,15665,70,+0.45,1490,-15,0,+15
2025/04/28,15870,15890,15785,15795,70,-0.44,1710,-2,0,+1
2025/04/25,16000,16000,15355,15865,515,+3.36,539,+1,0,-1
2025/04/24,15355,15430,15300,15350,80,+0.52,1049,+11,0,-11
2025/04/23,14695,15600,14695,15270,605,+4.13,1490,+8,0,-7
2025/04/22,14795,14795,14665,14665,175,-1.18,750,-2,-1,+2
2025/04/21,15295,15295,14750,14840,130,-0.87,408,+1,0,-1
2025/04/18,14885,14970,14730,14970,5,-0.03,596,+1,0,-1
2025/04/17,14915,14975,14810,14975,50,+0.34,1274,+1,0,-2
2025/04/16,16000,16000,14925,14925,510,-3.30,3217,+3,0,-2
2025/04/15,15350,15435,15350,15435,10,+0.06,752,-4,0,+5
2025/04/14,15280,15507,15130,15422,142,+0.93,1423,+3,0,-3
2025/04/11,15795,15795,15150,15280,555,-3.50,589,+5,0,-5
2025/04/10,17000,17000,15507,15835,1545,+10.81,3063,-7,0,+7
2025/04/09,15870,15870,14180,14290,375,-2.56,3380,-2,0,+2
2025/04/08,14010,14905,14010,14665,695,+4.97,1475,+4,0,-4
2025/04/07,13625,14185,13540,13970,1465,-9.49,4606,+25,0,-24
2025/04/04,16325,16325,15285,15435,1010,-6.14,5372,-23,0,+23
2025/04/03,16950,16950,16330,16445,505,-2.98,3415,0,0,0
2025/04/02,17000,17000,16920,16950,220,+1.32,615,+2,0,-3
2025/04/01,16660,16830,16600,16730,70,+0.42,1240,+9,0,-9
2025/03/31,17295,17295,16575,16660,655,-3.78,1497,+7,0,-7
2025/03/28,17000,17405,17000,17315,345,-1.95,212,+2,0,-2
2025/03/27,18000,18000,17560,17660,340,-1.89,1280,+1,0,-1
2025/03/26,19120,19120,17810,18000,45,+0.25,4120,-59,0,+59
2025/03/25,18400,18400,17850,17955,120,-0.66,1158,-13,0,+13
2025/03/24,18480,18480,18010,18075,290,-1.58,4417,-44,0,+45
