일자,시가,고가,저가,종가,전일대비,등락률,거래량,개인,외국인,기관
2025/03/04,11650,11815,11607,11790,350,-2.88,325986,-294,+71,+235
2025/02/28,12415,12415,12040,12140,490,-3.88,394751,+44,-56,+16
2025/02/27,12380,12630,12275,12630,535,+4.42,283999,+302,+58,-362
2025/02/26,12250,12250,11880,12095,165,-1.35,402989,+133,-44,-90
2025/02/25,12360,12710,12260,12260,580,-4.52,415870,-63,-170,+250
2025/02/24,13050,13050,12670,12840,670,-4.96,231583,+64,+99,-166
2025/02/21,13660,13665,13495,13510,265,-1.92,468571,+32,-259,+357
2025/02/20,14100,14100,13725,13775,375,-2.65,402055,+622,-58,-235
2025/02/19,13950,14150,13945,14150,235,+1.69,676826,+627,-506,-124
2025/02/18,13840,13915,13770,13915,140,+1.02,437824,+500,+47,-573
2025/02/17,14145,14145,13565,13775,65,-0.47,485213,+39,+810,-700
2025/02/14,13735,14135,13730,13840,110,+0.80,289624,+179,-76,-128
2025/02/13,13770,13860,13730,13730,235,-1.68,221902,+282,-20,+19
2025/02/12,14300,14320,13895,13965,355,-2.48,206041,+99,+55,-157
2025/02/11,14385,14385,14240,14320,140,+0.99,211106,+481,-300,-183
2025/02/10,14150,14210,14100,14180,195,+1.39,217625,+315,+14,-299
2025/02/07,14075,14345,13870,13985,80,-0.57,196080,+656,-23,-634
2025/02/06,13705,14110,13705,14065,585,+4.34,189571,+696,+23,-720
2025/02/05,14020,14020,13480,13480,395,-2.85,269484,+569,-21,-457
2025/02/04,13565,14035,13565,13875,335,+2.47,216627,+563,+21,-534
2025/02/03,14200,14200,13540,13540,815,-5.68,262303,+131,-32,-97
2025/01/31,14640,14645,14110,14355,1435,-9.09,651878,+4722,+18,-5589
2025/01/24,16100,16100,15400,15790,495,+3.24,302387,+1442,-14,-1462
2025/01/23,15270,15900,15270,15295,25,+0.16,325855,+1604,-42,-1694
2025/01/22,14905,15310,14905,15270,775,+5.35,272084,+1801,+9,-1836
2025/01/21,14600,14600,14450,14495,105,-0.72,72191,+446,-7,-439
2025/01/20,14860,14860,14545,14600,105,+0.72,64284,+100,-40,+5
2025/01/17,14290,14495,14290,14495,205,+1.43,80735,-74,+49,+23
2025/01/16,14105,14345,14105,14290,270,+1.93,41248,-9,+54,+10
2025/01/15,14490,14490,13980,14020,175,+1.26,28643,-3,-5,-5
2025/01/14,13995,14700,13740,13845,150,-1.07,47045,+171,-63,-109
2025/01/13,13955,14100,13955,13995,45,+0.32,55713,+38,-43,+10
2025/01/10,13870,13965,13750,13950,80,+0.58,47183,+158,+98,-316
2025/01/09,14055,14055,13825,13870,185,-1.32,81605,+279,+11,-370
2025/01/08,14325,14325,13885,14055,315,-2.19,78494,+259,-109,-84
2025/01/07,14110,14500,14110,14370,265,+1.88,82780,+209,-1,-214
2025/01/06,13900,14120,13545,14105,635,+4.71,134998,-7,+70,-167
2025/01/03,13690,13690,13305,13470,170,+1.28,49215,+91,-52,-44
2025/01/02,13480,13480,13255,13300,170,-1.26,26594,+132,-31,-104
2024/12/30,13695,13695,13365,13470,230,-1.68,40179,-112,+25,+86
2024/12/27,13770,13950,13670,13700,70,-0.51,50241,-184,-38,+215
2024/12/26,13840,13840,13500,13770,310,+2.30,56532,-318,+56,+237
2024/12/24,13535,13605,13440,13460,70,-0.52,28783,+26,+68,-95
2024/12/23,13615,13615,13350,13530,305,+2.31,26434,-25,+10,+16
2024/12/20,13240,13250,13155,13225,45,+0.34,39963,+91,-27,-116
2024/12/19,13285,13605,13110,13180,495,-3.62,67228,-10,+28,-66
2024/12/18,13900,13900,13615,13675,330,-2.36,51555,+169,-45,-135
2024/12/17,13985,14005,13755,14005,265,+1.93,84481,+111,+45,-107
2024/12/16,13735,13835,13650,13740,5,+0.04,61729,-77,-11,+67
2024/12/13,13840,13840,13670,13735,115,-0.83,39113,+161,-20,-124
2024/12/12,13675,14005,13670,13850,370,+2.74,88163,+510,+31,-566
2024/12/11,13775,13775,13450,13480,365,-2.64,58466,+292,-25,-269
2024/12/10,14300,14300,13840,13845,505,-3.52,126805,+895,-121,-844
2024/12/09,14500,14500,14255,14350,210,+1.49,68365,+354,-18,-359
2024/12/06,14115,14160,14090,14140,65,+0.46,131776,+898,+5,-905
2024/12/05,13835,14220,13835,14075,430,+3.15,111589,+638,+30,-668
2024/12/04,13500,13740,13500,13645,85,-0.62,76823,+138,-34,-122
2024/12/03,13605,13815,13580,13730,85,-0.62,95224,+209,0,-258
2024/12/02,14180,14180,13740,13815,115,+0.84,90075,+809,+11,-930
2024/11/29,13960,13960,13450,13700,120,+0.88,38963,+91,-9,-82
2024/11/28,13660,13670,13495,13580,80,-0.59,64009,+533,-27,-507
2024/11/27,13605,14300,13605,13660,50,+0.37,42505,+185,+10,-188
2024/11/26,14000,14000,13505,13610,435,-3.10,90171,+458,-10,-448
2024/11/25,13850,14045,13835,14045,250,+1.81,169410,+651,+43,-707
2024/11/22,13715,13800,13700,13795,355,+2.64,88032,+475,+22,-497
2024/11/21,13480,13480,13310,13440,80,+0.60,46943,+214,+67,-283
2024/11/20,13220,13950,13215,13360,420,+3.25,72371,+353,-71,-286
2024/11/19,12825,13010,12825,12940,120,+0.94,26048,+96,+15,-125
2024/11/18,12590,12820,12535,12820,230,+1.83,34813,-35,-86,+95
2024/11/15,12690,12860,12590,12590,280,-2.18,28452,+7,+23,-30
2024/11/14,12890,12980,12855,12870,110,-0.85,30189,+120,-41,-75
2024/11/13,12885,12980,12500,12980,175,-1.33,65340,+211,+106,-319
2024/11/12,13040,13155,13030,13155,95,+0.73,72519,+414,+12,-425
2024/11/11,12900,13060,12800,13060,135,+1.04,141464,+365,-53,-315
2024/11/08,12800,13005,12800,12925,205,+1.61,37170,+145,+7,-147
2024/11/07,12500,12800,12455,12720,220,+1.76,132263,-15,-61,+73
2024/11/06,12200,12515,12045,12500,590,+4.95,195381,-226,+14,+214
2024/11/05,11905,11910,11795,11910,50,+0.42,56585,-224,+139,+84
2024/11/04,11995,12000,11805,11860,130,-1.08,92624,-82,-163,+244
2024/11/01,11960,12035,11740,11990,110,-0.91,54556,-372,+60,+311
2024/10/31,12050,12220,12030,12100,285,-2.30,29544,-31,-8,+44
2024/10/30,12505,12505,12365,12385,10,+0.08,79009,+275,+35,-187
2024/10/29,12420,12465,12305,12375,40,+0.32,131822,-36,+74,+1109
2024/10/28,12445,12450,12320,12335,80,-0.64,57828,+146,-67,-80
2024/10/25,12305,12460,12260,12415,155,+1.26,100575,+828,+26,-857
2024/10/24,12320,12320,12215,12260,150,-1.21,106891,-251,+45,+213
2024/10/23,12495,12495,12360,12410,100,-0.80,79747,+404,+22,-525
2024/10/22,12535,12565,12475,12510,10,-0.08,86864,+500,-137,-466
2024/10/21,12450,12520,12420,12520,70,+0.56,81554,+140,+151,-392
2024/10/18,12395,12485,12365,12450,5,+0.04,87400,+210,0,-211
2024/10/17,12265,12445,12250,12445,425,+3.54,685417,+956,0,-957
2024/10/16,12085,12085,11950,12020,235,-1.92,687673,+557,0,-558
2024/10/15,12230,12280,12140,12255,130,+1.07,495505,+550,0,-549
2024/10/14,11990,12135,11990,12125,250,+2.11,662583,+226,0,-236
2024/10/11,11950,11950,11820,11875,65,-0.54,482751,+124,0,-123
2024/10/10,11950,11955,11875,11940,50,-0.42,571168,+534,0,-559
2024/10/08,11950,12025,11950,11990,105,+0.88,593042,+572,0,-565
2024/10/07,12035,12195,11885,11885,170,+1.45,721036,+790,0,-2068
2024/10/04,11550,11750,11540,11715,270,+2.36,471366,+252,0,-252
2024/10/02,11455,11565,11445,11445,95,+0.84,480787,+169,0,-169
2024/09/30,11600,11605,11350,11350,210,-1.82,433348,+300,0,-312
2024/09/27,11610,11685,11555,11560,15,+0.13,503225,+974,0,-1067
2024/09/26,11625,11635,11525,11545,75,+0.65,954398,+931,0,-947
2024/09/25,11420,11490,11405,11470,145,+1.28,786637,+1501,0,-1639
2024/09/24,11380,11410,11310,11325,55,+0.49,662449,+622,0,-624
2024/09/23,11150,11355,11150,11270,235,+2.13,895289,+830,0,-866
2024/09/20,11080,11085,11000,11035,220,+2.03,698550,+832,0,-842
2024/09/19,10615,10820,10615,10815,460,+4.44,673895,+1101,0,-1102
2024/09/13,10275,10450,10275,10355,165,+1.62,753968,+353,0,-353
2024/09/12,10090,10220,10090,10190,245,+2.46,772890,-30,0,+29
2024/09/11,9990,10040,9915,9945,40,-0.40,566383,+179,0,-206
2024/09/10,10000,10005,9960,9985,15,-0.15,819230,+1038,0,-1047
