일자,시가,고가,저가,종가,전일대비,등락률,거래량,개인,외국인,기관
2026/07/28,76360,76995,71605,72130,9620,-11.77,87547,+664,-418,-255
2026/07/27,82595,82595,78600,81750,1000,+1.24,69070,-57,+192,-136
2026/07/24,84990,84990,79900,80750,4850,-5.67,46896,+157,-56,-104
2026/07/23,85165,86350,83480,85600,2940,+3.56,59020,+266,-555,+298
2026/07/22,86300,87672,82370,82660,945,+1.16,50560,-68,-230,+294
2026/07/21,79440,83600,77775,81715,2450,+3.09,61423,-416,-72,+487
2026/07/20,78520,82800,78335,79265,3605,-4.35,92306,-660,+27,+681
2026/07/16,84185,84790,81410,82870,6580,-7.36,97574,+808,+1049,-1858
2026/07/15,89465,91500,88500,89450,6055,+7.26,121558,+874,-645,-231
2026/07/14,82145,84885,77565,83395,665,+0.80,254936,-1661,-922,+2575
2026/07/13,91575,92365,82005,82730,9275,-10.08,180835,+174,+2112,-2299
2026/07/10,93650,95150,91680,92005,1905,+2.11,118198,-840,-54,+893
2026/07/09,93145,93500,87100,90100,875,+0.98,175734,-506,+809,-305
2026/07/08,90905,96575,88390,89225,4775,-5.08,293508,-1192,-260,+1442
2026/07/07,98290,98705,90600,94000,5950,-5.95,180226,+1449,+433,-1942
2026/07/06,101965,103550,96650,99950,965,-0.96,274747,-260,-1034,+1283
2026/07/03,94525,101140,90250,100915,6390,+6.76,232115,-413,-1259,+1680
2026/07/02,97215,100700,93385,94525,9475,-9.11,183347,+1252,+2187,-3458
2026/07/01,107325,108800,101345,104000,2925,-2.74,133458,-938,+180,+754
2026/06/30,105350,109085,102660,106925,1305,+1.24,146497,+348,-402,+48
2026/06/29,105465,107300,101950,105620,1035,-0.97,139038,+1497,+1094,-2599
2026/06/26,112475,112660,103185,106655,6845,-6.03,187701,+3071,-75,-3002
2026/06/25,114615,115290,110770,113500,6990,+6.56,219514,-933,-619,+1553
2026/06/24,104425,108075,100815,106510,3215,+3.11,262436,+2633,+216,-2764
2026/06/23,115655,116170,102960,103295,12525,-10.81,248786,+215,-423,+307
2026/06/22,111825,116900,111545,115820,2030,+1.78,212149,+1066,+229,-1294
2026/06/19,116755,117900,110500,113790,1315,+1.17,182644,+1906,-636,-1273
2026/06/18,108965,113360,108965,112475,3655,+3.36,150558,-323,-213,+536
2026/06/17,104555,108820,104555,108820,2750,+2.59,94254,+473,+1476,-2137
2026/06/16,107040,107040,103405,106070,2665,+2.58,96069,+698,-113,-557
2026/06/15,103810,104585,102720,103405,5475,+5.59,108143,+599,-156,-438
2026/06/12,100865,102645,97845,97930,4330,+4.63,123676,-861,-149,+1027
2026/06/11,90800,95045,89195,93600,225,-0.24,99326,-781,+80,+700
2026/06/10,95555,97030,91130,93825,4535,-4.61,183174,-645,+128,+502
2026/06/09,94800,99250,92045,98360,7570,+8.34,149275,-897,-86,+984
2026/06/08,88990,95475,88780,90790,8460,-8.52,197326,+1037,-183,-821
2026/06/05,101185,102315,97830,99250,6845,-6.45,216886,+3332,+328,-3670
2026/06/04,104995,107580,104700,106095,2460,-2.27,192462,+4222,+291,-4575
2026/06/02,108805,112000,103940,108555,1170,+1.09,296745,+7247,-11,-7314
2026/06/01,103165,108072,102595,107385,5210,+5.10,148382,+4872,-15,-4799
2026/05/29,101900,102175,98655,102175,3520,+3.57,73695,+1060,-178,-883
2026/05/28,98310,99340,93895,98655,220,-0.22,101851,+951,-97,-841
2026/05/27,101520,101960,98650,98875,3525,+3.70,169186,-642,-19,+654
2026/05/26,94585,96000,94000,95350,3310,+3.60,75802,+588,+174,-780
2026/05/22,93440,93440,91247,92040,90,-0.10,186143,-161,+43,+117
2026/05/21,88285,92385,88125,92130,7265,+8.56,114978,-748,-160,+893
2026/05/20,85620,85925,80500,84865,215,-0.25,120657,+277,-33,-251
2026/05/19,86100,87242,83250,85080,3320,-3.76,140862,+852,+6,-869
2026/05/18,86050,89865,83200,88400,965,+1.10,147327,-1344,-360,+1700
2026/05/15,92900,94235,85650,87435,5465,-5.88,151657,+2759,+126,-3054
2026/05/14,91750,93765,91625,92900,1150,+1.25,123852,+2004,+154,-2201
2026/05/13,85560,91795,85225,91750,3550,+4.02,103079,+1010,-158,-859
2026/05/12,91975,93000,85340,88200,2415,-2.67,166280,+2189,+304,-2490
2026/05/11,89675,91795,89000,90615,5145,+6.02,118966,+2900,-284,-2637
2026/05/08,83450,85520,82975,85470,370,+0.43,68367,+2294,+61,-2359
2026/05/07,84500,85905,81965,85100,1765,+2.12,105012,+1903,+304,-2207
2026/05/06,81965,83910,80535,83335,6400,+8.32,93692,+1442,-258,-1197
2026/05/04,74195,76935,73860,76935,4435,+6.12,51000,-719,+26,+700
2026/04/30,73715,74290,72375,72500,760,-1.04,35134,+262,-2,-262
2026/04/29,72435,73445,72110,73260,425,+0.58,27363,+80,+4,-85
2026/04/28,73000,73950,72580,73110,190,+0.26,31081,+106,+9,-115
2026/04/27,71585,73255,71570,72920,1805,+2.54,43611,-210,-9,+249
2026/04/24,71500,71825,70015,71115,310,-0.43,73007,+504,+168,-680
2026/04/23,71585,72560,69390,71425,705,+1.00,76875,+1760,-143,-1645
2026/04/22,70590,70755,69535,70720,170,+0.24,67332,+1668,+48,-1762
2026/04/21,69715,70550,69375,70550,1965,+2.87,33449,-114,+23,+90
2026/04/20,68495,69160,68025,68585,195,+0.29,104507,-219,+28,+193
2026/04/17,68495,68710,67755,68390,80,-0.12,20006,-284,-2,+288
2026/04/16,67825,68655,67400,68470,1335,+1.99,29136,-496,+1,+516
2026/04/15,67670,68300,66750,67135,1730,+2.65,26356,+38,+139,-211
2026/04/14,65455,66250,64955,65405,2305,+3.65,24405,-2,-4,+4
2026/04/13,62380,63685,62210,63100,900,-1.41,18090,+87,-2,-86
2026/04/10,64220,64900,63905,64000,900,+1.43,20689,-152,-6,+158
2026/04/09,64140,64165,62900,63100,1565,-2.42,24434,-265,-1,+269
2026/04/08,64500,65300,63350,64665,4485,+7.45,51974,-414,-64,+485
2026/04/07,60695,60950,59135,60180,970,+1.64,42565,-361,-87,+447
2026/04/06,58470,59755,58470,59210,1090,+1.88,21803,+264,+110,-376
2026/04/03,57715,58550,57350,58120,1820,+3.23,26758,-217,-96,+312
2026/04/02,60230,60230,55455,56300,2920,-4.93,51662,+286,+82,-367
2026/04/01,57620,59500,56745,59220,5280,+9.79,31850,+37,-79,+42
2026/03/31,54805,56050,53890,53940,2550,-4.51,80337,-35,+11,+5
2026/03/30,55360,56875,55310,56490,2060,-3.52,48381,+164,+3,-175
2026/03/27,56885,58830,56070,58550,345,-0.59,37533,+575,+19,-594
2026/03/26,60270,60280,58560,58895,2300,-3.76,65940,+47,+100,-149
2026/03/25,61805,62655,60935,61195,555,+0.92,81253,-421,-116,+540
2026/03/24,61350,61395,58670,60640,1840,+3.13,44239,-89,+55,+30
2026/03/23,60320,60385,58440,58800,4195,-6.66,49921,+453,-30,-457
2026/03/20,63395,63610,62675,62995,145,-0.23,38746,+112,+97,-217
2026/03/19,62875,64210,62645,63140,2185,-3.34,50719,+622,-22,-633
2026/03/18,63000,65325,62947,65325,3955,+6.44,48608,+277,-109,-153
2026/03/17,62590,62590,61340,61370,920,+1.52,43162,+341,-39,-294
2026/03/16,59290,60460,58860,60450,1160,+1.96,41765,-353,+66,+276
2026/03/13,57980,59775,57870,59290,710,-1.18,25953,-228,-2,+229
2026/03/12,60285,60995,59690,60000,825,-1.36,28184,+5,-44,+38
2026/03/11,61700,62320,60250,60825,580,+0.96,56173,-473,+71,+410
2026/03/10,60150,60850,58820,60245,3855,+6.84,76067,+326,-115,-219
2026/03/09,55910,57045,54525,56390,4010,-6.64,83417,-923,+56,+867
2026/03/06,59390,60720,58100,60400,400,-0.66,157193,-334,-59,+384
2026/03/05,62020,62920,59940,60800,5580,+10.11,284927,+1427,-102,-1326
2026/03/04,59650,61845,54880,55220,7610,-12.11,369623,-2569,+156,+2466
2026/03/03,66790,67510,62800,62830,5940,-8.64,174635,-184,-66,+231
2026/02/27,67695,69960,67370,68770,495,-0.71,170385,+2222,+63,-2376
2026/02/26,66745,69355,66360,69265,3265,+4.95,105969,+2652,+75,-2783
2026/02/25,65290,66600,64840,66000,1530,+2.37,101395,+2580,-26,-2575
2026/02/24,62750,64600,62180,64470,1665,+2.65,82703,+1019,+10,-1085
2026/02/23,63130,64030,62175,62805,635,+1.02,89055,+1364,-34,-1330
2026/02/20,60835,62375,60835,62170,1425,+2.35,56428,+328,+52,-382
2026/02/19,60890,61265,60230,60745,1460,+2.46,171640,+678,-1,-679
2026/02/13,59030,60020,58920,59285,255,+0.43,56930,+873,-31,-850
2026/02/12,57910,59340,57770,59030,2055,+3.61,62196,+255,+3,-256
2026/02/11,56485,57410,55885,56975,360,+0.64,36080,-189,+35,+153
2026/02/10,57090,57490,56615,56615,90,-0.16,50858,+28,+10,-29
2026/02/09,56780,57195,56345,56705,2385,+4.39,30568,-82,-44,+139
2026/02/06,53425,54715,52110,54320,480,-0.88,78750,+308,+16,-330
2026/02/05,55930,56575,54675,54800,2710,-4.71,69051,-442,-18,+445
2026/02/04,56380,57615,56005,57510,500,+0.88,30125,+201,+19,-221
2026/02/03,55030,57010,54675,57010,4085,+7.72,65894,+1036,-41,-996
2026/02/02,54925,55715,52645,52925,3280,-5.84,78583,+60,+51,-115
2026/01/30,55495,57395,55495,56205,685,+1.23,116575,+707,-65,-647
2026/01/29,57070,65740,54175,55520,20,+0.04,74943,+812,+46,-857
2026/01/28,55050,57070,54740,55600,1430,+2.64,33548,+493,-23,-463
2026/01/27,52185,54350,51545,54170,1745,+3.33,58246,-41,+3,+32
2026/01/26,52850,53200,52225,52425,225,-0.43,33764,-26,+7,+57
2026/01/23,52740,53240,52100,52650,15,-0.03,49268,+274,-20,-267
2026/01/22,53345,53540,52285,52665,570,+1.09,48260,+550,+37,-594
2026/01/21,50305,52145,50305,52095,650,+1.26,46548,+303,+4,-290
2026/01/20,51995,52160,50795,51445,485,-0.93,53418,+234,-5,-266
2026/01/19,51185,52150,51000,51930,670,+1.31,33917,+519,+5,-526
2026/01/16,51045,51440,50585,51260,820,+1.63,40693,+380,-13,-367
2026/01/15,49715,50535,49495,50440,660,+1.33,20045,+78,+2,-81
2026/01/14,49485,49820,49275,49780,235,+0.47,25164,+322,-3,-293
2026/01/13,49515,49595,49000,49545,640,+1.31,28676,+242,0,-227
2026/01/12,49510,49580,48340,48905,10,+0.02,39649,+495,+11,-500
2026/01/09,48335,48970,47800,48895,475,+0.98,32917,+194,+4,-234
2026/01/08,48495,49600,48245,48420,75,-0.15,30901,+650,-18,-639
2026/01/07,49055,49285,47720,48495,395,+0.82,48961,+445,+28,-457
2026/01/06,47040,48100,46250,48100,925,+1.96,26844,+115,-14,-116
2026/01/05,46505,47175,46205,47175,1905,+4.21,27789,+527,+15,-550
2026/01/02,43750,45290,43750,45270,1575,+3.60,53219,+168,-28,-139
2025/12/30,43475,43895,43325,43695,220,+0.51,9596,+89,+10,-101
2025/12/29,43065,43475,42870,43475,1240,+2.94,11469,+78,-13,-65
2025/12/26,41830,42397,41830,42235,535,+1.28,12795,-145,+20,+125
2025/12/24,41960,41960,41630,41700,110,+0.26,5895,+21,+3,-23
2025/12/23,41815,41965,41590,41590,90,+0.22,9362,+20,0,-20
2025/12/22,41425,41525,41252,41500,1030,+2.55,82161,-123,-24,+145
2025/12/19,41095,41095,40295,40470,175,+0.43,46067,+5,-1,-10
2025/12/18,40180,40540,39930,40295,490,-1.20,7084,-29,-7,+36
2025/12/17,40130,40785,39810,40785,950,+2.38,6616,-2,-1,+3
2025/12/16,40850,40850,39815,39835,1065,-2.60,8015,+34,+6,-136
2025/12/15,40805,41115,40320,40900,890,-2.13,9548,+119,+6,-126
2025/12/12,41505,41880,41270,41790,240,+0.58,7369,+8,-3,-4
2025/12/11,41925,42130,41270,41550,275,-0.66,8818,+41,+5,-46
2025/12/10,41905,42135,41570,41825,165,+0.40,8838,+62,+15,-77
2025/12/09,41780,41850,41415,41660,190,-0.45,9189,+11,-11,+1
2025/12/08,41240,41850,40960,41850,745,+1.81,10736,+28,-10,-18
2025/12/05,40345,41170,40120,41105,635,+1.57,93620,-62,+3,+60
2025/12/04,40295,40470,39910,40470,70,-0.17,6735,+89,-5,-84
2025/12/03,40215,40735,40145,40540,430,+1.07,12520,-164,+2,+162
2025/12/02,39520,40210,39520,40110,875,+2.23,10969,-114,+4,+111
2025/12/01,39850,39850,38950,39235,120,-0.30,28421,-9,+3,+7
2025/11/28,40180,40180,39265,39355,575,-1.44,5818,+139,-1,-139
2025/11/27,39860,40465,39730,39930,445,+1.13,6262,0,0,0
2025/11/26,38715,39610,38590,39485,840,+2.17,6506,-43,-3,+45
2025/11/25,39545,39690,38375,38645,215,+0.56,8965,+81,-2,-79
2025/11/24,38760,39150,38260,38430,425,+1.12,8450,-91,+5,+86
2025/11/21,38035,38470,37995,38005,1995,-4.99,21226,+85,-11,-73
2025/11/20,40425,40615,39980,40000,925,+2.37,8155,+5,+4,-9
2025/11/19,39445,39445,38330,39075,370,-0.94,10033,-41,+9,+33
2025/11/18,40390,40505,39380,39445,1330,-3.26,8454,+72,-5,-87
2025/11/17,40530,40800,40385,40775,890,+2.23,10294,-133,+8,+104
2025/11/14,40590,40715,39885,39885,1975,-4.72,15487,+272,+2,-274
2025/11/13,41545,41950,41480,41860,160,+0.38,8022,-15,+2,+13
2025/11/12,41325,41700,40990,41700,480,+1.16,8659,+33,0,-32
2025/11/11,41530,42210,40860,41220,440,+1.08,12663,+111,+9,-124
2025/11/10,39815,40930,39815,40780,1185,+2.99,10487,-74,-3,+75
2025/11/07,39710,40385,38840,39595,690,-1.71,21053,+45,+5,-49
2025/11/06,40935,41080,39795,40285,240,+0.60,46614,-127,-6,+133
2025/11/05,40105,40415,38300,40045,1145,-2.78,55136,+113,-13,-102
2025/11/04,42505,42630,41040,41190,1350,-3.17,38629,+718,+7,-751
2025/11/03,41090,42635,41050,42540,1540,+3.76,20724,+436,+8,-446
2025/10/31,40675,41035,40250,41000,315,+0.77,20136,+481,+4,-487
2025/10/30,40585,41040,40285,40685,520,+1.29,32463,+605,-29,-576
2025/10/29,39935,40330,39415,40250,915,+2.33,39831,+25,+22,-47
2025/10/28,39610,39610,39085,39335,500,-1.26,13026,+268,-3,-273
2025/10/27,39660,39890,39405,39835,945,+2.43,13010,+209,0,-212
2025/10/24,38260,38900,38260,38890,1020,+2.69,9605,-35,+2,+33
2025/10/23,37800,38465,37555,37870,390,-1.02,7961,+37,+10,-49
2025/10/22,38025,38275,37415,38260,335,+0.88,5588,+17,-10,-6
2025/10/21,38335,38755,37835,37925,30,-0.08,14172,+286,-2,-287
2025/10/20,37700,37955,36955,37955,705,+1.89,8978,+166,-5,-161
2025/10/17,36915,37735,36895,37250,250,+0.68,22030,+104,+17,-121
2025/10/16,36195,37015,36195,37000,1000,+2.78,12520,+122,-7,-114
2025/10/15,35385,36000,35245,36000,915,+2.61,9672,+28,+4,-31
2025/10/14,35725,36095,34700,35085,315,-0.89,13308,+48,-8,-39
2025/10/13,35040,35400,34590,35400,360,-1.01,26528,+117,0,-118
2025/10/10,35575,35810,35200,35760,990,+2.85,14502,+155,0,-157
2025/10/02,34510,34835,34110,34770,1355,+4.06,17063,-12,0,+12
2025/10/01,32990,33415,32990,33415,440,+1.33,20434,+67,0,-66
2025/09/30,33090,33105,32870,32975,115,-0.35,19832,-45,0,+46
2025/09/29,32620,33110,32620,33090,635,+1.96,5791,-36,+14,+22
2025/09/26,33095,33095,32240,32455,1005,-3.00,14708,-31,-13,+44
2025/09/25,33185,33460,33025,33460,80,+0.24,14529,+101,0,-101
2025/09/24,33390,33390,32930,33380,10,-0.03,15487,+101,-1,-100
2025/09/23,33430,33430,33055,33390,365,+1.11,8930,-70,0,+69
2025/09/22,32900,33150,32865,33025,380,+1.16,10900,+106,-1,-105
2025/09/19,32845,32845,32475,32645,175,-0.53,22379,+159,+1,-160
2025/09/18,32145,32820,32145,32820,800,+2.50,6882,+136,-1,-135
2025/09/17,32395,32395,31955,32020,570,-1.75,8212,+70,+6,-75
2025/09/16,32075,32590,32015,32590,665,+2.08,3778,+5,-1,-5
2025/09/15,32065,32065,31700,31925,95,+0.30,26271,+72,+1,-74
2025/09/12,31325,31830,31320,31830,980,+3.18,9573,+14,+2,-17
2025/09/11,31045,31045,30700,30850,135,+0.44,2466,-3,-1,+5
2025/09/10,30450,30790,30275,30715,495,+1.64,2416,-7,-3,+10
2025/09/09,29670,30220,29670,30220,550,+1.85,4931,-63,0,+64
2025/09/08,29560,29675,29530,29670,110,+0.37,577,-7,0,+7
2025/09/05,29770,29770,29505,29560,180,+0.61,1615,-25,0,+25
2025/09/04,29265,29560,29265,29380,10,-0.03,6108,-106,0,+106
2025/09/03,29340,29390,29240,29390,190,+0.65,1467,-6,+3,+2
2025/09/02,29020,29245,29020,29200,260,+0.90,725,+5,0,-5
2025/09/01,29160,29190,28805,28940,420,-1.43,6471,+83,0,-83
2025/08/29,29615,29615,29360,29360,195,-0.66,1465,+26,0,-26
2025/08/28,29340,29610,29340,29555,125,+0.42,2146,-9,0,+9
2025/08/27,29355,29430,29140,29430,65,+0.22,626,+1,0,-2
2025/08/26,29605,29605,29280,29365,200,-0.68,1507,+9,0,-9
2025/08/25,29630,29630,29415,29565,215,+0.73,2381,-10,0,+10
2025/08/22,29365,29395,29185,29350,215,+0.74,15201,-33,+3,+30
2025/08/21,29005,29350,29005,29135,95,+0.33,1888,-18,0,+18
2025/08/20,29045,29060,28655,29040,60,-0.21,4753,-49,0,+48
2025/08/19,29430,29430,29100,29100,330,-1.12,1752,-5,0,+5
2025/08/18,29870,29870,29375,29430,435,-1.46,4161,-9,0,+9
2025/08/14,29840,29980,29735,29865,85,+0.29,3703,-16,0,+16
2025/08/13,29970,29970,29650,29780,240,+0.81,2387,-12,0,+12
2025/08/12,29590,29980,29505,29540,50,-0.17,7385,-74,-1,+75
2025/08/11,29770,29770,29500,29590,90,+0.31,3228,-46,+4,+43
2025/08/08,29695,29740,29450,29500,30,+0.10,4598,-5,0,+6
2025/08/07,29580,29580,29225,29470,275,+0.94,2007,-14,0,+14
2025/08/06,29235,29235,28995,29195,125,-0.43,5481,-72,0,+73
2025/08/05,29435,29480,29115,29320,340,+1.17,4673,+69,0,-69
2025/08/04,28710,29020,28645,28980,255,+0.89,4396,+10,+1,-11
2025/08/01,29480,29480,28625,28725,1165,-3.90,12648,-2,0,+3
2025/07/31,30420,30420,29685,29890,35,-0.12,5077,+28,-3,-24
2025/07/30,29520,30100,29520,29925,410,+1.39,5971,-34,+2,+31
2025/07/29,29440,29620,29125,29575,145,+0.49,3463,-27,-2,+30
2025/07/28,29590,29590,29070,29430,295,+1.01,5178,-34,0,+33
2025/07/25,29140,29300,29135,29135,0,0.00,1817,-7,0,+8
2025/07/24,29455,29635,29085,29135,40,+0.14,7403,-70,+3,+66
2025/07/23,29090,29160,28735,29095,165,+0.57,3754,+53,0,-52
2025/07/22,29575,29575,28870,28930,570,-1.93,4913,+93,0,-92
2025/07/21,29315,29500,29315,29500,290,+0.99,9944,+162,+1,-163
2025/07/18,29375,29375,29050,29210,35,-0.12,2362,+4,0,-4
2025/07/17,29345,29345,28860,29245,60,+0.21,2291,+30,0,-27
2025/07/16,29455,29455,29100,29185,320,-1.08,3440,+72,0,-72
2025/07/15,29280,29505,29050,29505,235,+0.80,6003,-22,-2,+24
2025/07/14,29070,29320,28850,29270,155,+0.53,5651,+78,0,-78
2025/07/11,28955,29435,28955,29115,205,+0.71,7940,+75,0,-76
2025/07/10,28540,28945,28520,28910,275,+0.96,4192,-41,+11,+30
2025/07/09,28760,28760,28435,28635,20,-0.07,2418,+40,0,-40
2025/07/08,28225,28960,28220,28655,430,+1.52,93614,-27,0,+27
2025/07/07,28200,28285,27840,28225,15,-0.05,4191,-19,0,+19
2025/07/04,28830,28830,28110,28240,330,-1.16,9450,+80,+2,-83
2025/07/03,28380,28605,28340,28570,460,+1.64,2929,-2,0,+2
2025/07/02,28245,28245,27710,28110,145,-0.51,5122,+40,-1,-40
2025/07/01,28370,28640,28200,28255,95,+0.34,3168,+26,0,-26
2025/06/30,28080,28280,28050,28160,170,+0.61,2853,+42,0,-42
2025/06/27,28235,28345,27900,27990,245,-0.87,5736,+39,0,-39
2025/06/26,28515,28525,27800,28235,280,-0.98,4239,+20,0,-20
2025/06/25,28730,28730,28180,28515,260,+0.92,5222,+94,-2,-92
2025/06/24,27650,28290,27630,28255,955,+3.50,8138,+135,+1,-137
2025/06/23,26700,27300,26700,27300,20,+0.07,7441,-17,+1,+16
2025/06/20,26900,27307,26900,27280,380,+1.41,3683,+6,-2,-5
2025/06/19,27175,27175,26750,26900,45,+0.17,54998,+18,+2,-19
2025/06/18,26465,26915,26400,26855,335,+1.26,2718,+19,0,-20
2025/06/17,26710,27085,26495,26520,45,+0.17,4738,+79,-4,-74
2025/06/16,26300,26475,26005,26475,460,+1.77,3738,-27,+2,+25
2025/06/13,26730,26730,25965,26015,415,-1.57,5451,0,+4,-4
2025/06/12,26445,26510,26300,26430,80,+0.30,6442,+54,-2,-52
2025/06/11,26255,26380,26155,26350,290,+1.11,4440,+61,+1,-62
2025/06/10,26065,26175,25845,26060,140,+0.54,6294,-36,+1,+36
2025/06/09,25815,26120,25815,25920,455,+1.79,15140,+306,0,-306
2025/06/05,25070,25690,25070,25465,540,+2.17,7682,+78,0,-79
2025/06/04,24725,24930,24680,24925,665,+2.74,1846,+20,0,-21
2025/06/02,24315,24495,24160,24260,0,0.00,4744,-3,0,+2
2025/05/30,24540,24540,24250,24260,225,-0.92,1999,+42,0,-42
2025/05/29,24330,24580,24315,24485,300,+1.24,3558,+18,0,-21
2025/05/28,23925,24280,23900,24185,460,+1.94,1306,+16,0,-15
2025/05/27,23740,23750,23650,23725,35,-0.15,201,+4,0,-4
2025/05/26,23465,23760,23430,23760,310,+1.32,319,-3,0,+2
2025/05/23,23565,23565,23350,23450,10,+0.04,9954,+4,0,-4
2025/05/22,23695,23775,23345,23440,305,-1.28,4479,0,-1,0
2025/05/21,23805,23845,23695,23745,120,+0.51,1140,-12,0,+12
2025/05/20,23820,23825,23565,23625,130,+0.55,4279,+1,0,-1
2025/05/19,23720,23720,23460,23495,225,-0.95,468,+6,0,-6
2025/05/16,23790,23840,23720,23720,65,-0.27,953,-3,0,+4
2025/05/15,23945,24005,23660,23785,50,-0.21,1375,+31,0,-30
2025/05/14,23925,24015,23730,23835,255,+1.08,2490,+2,0,-3
2025/05/13,23950,23950,23580,23580,180,-0.76,1459,+33,0,-32
2025/05/12,23475,23760,23360,23760,470,+2.02,475,+6,0,-6
2025/05/09,23290,23330,23185,23290,0,0.00,222,-4,0,+3
2025/05/08,23345,23390,23275,23290,65,-0.28,1094,+24,0,-25
2025/05/07,23395,23395,23200,23355,295,+1.28,1648,+33,-1,-31
2025/05/02,23165,23165,23025,23060,75,-0.32,1530,-7,+1,+5
2025/04/30,23275,23275,23085,23135,10,+0.04,89,0,0,0
2025/04/29,23200,23310,23040,23125,135,+0.59,33000,-17,0,+17
2025/04/28,23440,23440,23275,23290,150,-0.64,557,+1,0,-1
2025/04/25,23545,23545,23290,23440,205,+0.88,2685,-53,0,+54
2025/04/24,23380,23380,23070,23235,40,-0.17,310,0,0,0
2025/04/23,23305,23305,23110,23275,365,+1.59,198,-1,0,0
2025/04/22,22845,22945,22770,22910,55,-0.24,2682,-25,+1,+24
2025/04/21,22935,23030,22835,22965,80,+0.35,1331,0,0,-1
2025/04/18,22800,22885,22685,22885,190,+0.84,65858,0,0,0
2025/04/17,22585,22695,22480,22695,135,+0.60,58,0,0,-1
2025/04/16,22860,22860,22470,22560,365,-1.59,921,+5,0,-5
2025/04/15,22880,22965,22760,22925,215,+0.95,609,-4,0,+4
2025/04/14,22835,22835,22660,22710,200,+0.89,456,-1,0,0
2025/04/11,22470,22520,22240,22510,125,-0.55,835,-9,0,+9
2025/04/10,22900,22900,22440,22635,1245,+5.82,27862,-67,+1,+67
2025/04/09,21705,21705,21290,21390,370,-1.70,7185,+14,0,-14
2025/04/08,22305,22305,21670,21760,5,+0.02,25036,+64,0,-63
2025/04/07,22135,22135,21735,21755,1265,-5.50,1311,+13,-1,-11
2025/04/04,23045,23555,22785,23020,430,-1.83,6631,+22,-1,-20
2025/04/03,23040,23450,23020,23450,275,-1.16,835,+16,0,-16
2025/04/02,23925,23925,23605,23725,100,-0.42,439,+3,0,-3
2025/04/01,23675,23865,23510,23825,450,+1.93,3482,+61,-1,-59
2025/03/31,23805,23805,23345,23375,735,-3.05,7541,+45,0,-45
2025/03/28,24265,24290,24110,24110,580,-2.35,414,+3,0,-3
2025/03/27,24720,24805,24575,24690,250,-1.00,338,+3,0,-3
2025/03/26,24785,24955,24730,24940,425,+1.73,5109,+4,0,-5
2025/03/25,24770,24835,24515,24515,255,-1.03,5382,-4,+6,-3
2025/03/24,24785,24890,24730,24770,20,+0.08,1448,+1,0,-1
2025/03/21,24655,24875,24630,24750,40,+0.16,140540,-3,-2,+4
2025/03/20,24570,24710,24490,24710,285,+1.17,1479,-13,+1,+12
2025/03/19,24195,24470,24195,24425,245,+1.01,442,-2,0,+1
2025/03/18,24450,24450,24045,24180,160,+0.67,5881,-4,0,+4
2025/03/17,23920,24110,23920,24020,365,+1.54,736,-7,0,+7
2025/03/14,23715,23715,23525,23655,215,+0.92,328,-4,0,+5
2025/03/13,23830,23885,23440,23440,140,-0.59,698,+15,0,-16
