일자,시가,고가,저가,종가,전일대비,등락률,거래량,개인,외국인,기관
2024/02/22,11845,11850,11525,11780,375,-3.09,52693,+152,-104,-48
2024/02/21,12575,12575,12080,12155,420,-3.34,164820,+83,-1365,+1281
2024/02/20,12740,12740,12565,12575,100,-0.79,17022,+28,-70,+43
2024/02/19,12700,12960,12655,12675,20,-0.16,9102,+19,-1,-4
2024/02/16,12975,12975,12670,12695,165,-1.28,40839,+108,-376,+267
2024/02/15,12920,12920,12715,12860,240,+1.90,21834,+51,-45,-6
2024/02/14,12695,12695,12400,12620,180,-1.41,17827,+103,-115,+12
2024/02/13,12560,12805,12560,12800,480,+3.90,19624,+49,+56,-106
2024/02/08,12240,12360,12240,12320,115,+0.94,35771,+35,-360,+326
2024/02/07,12060,12240,12060,12205,235,+1.96,49996,+3,+529,-532
2024/02/06,12095,12095,11970,11970,245,-2.01,13004,+16,0,-16
2024/02/05,12375,12375,12215,12215,160,-1.29,14263,-2,0,+2
2024/02/02,12450,12480,12330,12375,155,+1.27,12096,-2,-18,+21
2024/02/01,12400,12400,12200,12220,255,-2.04,10599,+5,-19,+12
2024/01/31,12575,12575,12400,12475,115,-0.91,9965,+44,+36,-80
2024/01/30,12635,12635,12495,12590,250,+2.03,17464,+58,-66,+7
2024/01/29,12425,12485,12275,12340,70,+0.57,8382,+46,-49,+4
2024/01/26,12460,12460,12250,12270,120,-0.97,12682,-33,+72,-40
2024/01/25,12515,12515,12325,12390,110,-0.88,11126,+27,-7,-10
2024/01/24,12455,12580,12455,12500,45,+0.36,16649,+36,-84,+67
2024/01/23,12335,12500,12335,12455,185,+1.51,29757,+150,-125,-24
2024/01/22,12150,12270,12145,12270,145,+1.20,15962,+49,0,-49
2024/01/19,12015,12160,12015,12125,120,+1.00,14432,+21,-37,+14
2024/01/18,12070,12070,11970,12005,75,-0.62,10185,+28,+1,-30
2024/01/17,12035,12175,12035,12080,90,+0.75,30243,+176,+23,-205
2024/01/16,12095,12095,11990,11990,90,-0.75,10815,+23,0,-24
2024/01/15,11865,12080,11865,12080,230,+1.94,16477,-16,0,+12
2024/01/12,11905,11930,11835,11850,30,+0.25,20441,+68,-73,+6
2024/01/11,11685,11855,11685,11820,185,+1.59,11797,+90,-62,-28
2024/01/10,11470,11675,11470,11635,245,+2.15,34392,-177,+62,+114
2024/01/09,11455,11455,11305,11390,210,+1.88,2827,+6,+11,-17
2024/01/08,12000,12000,11045,11180,70,+0.63,7348,+15,0,-15
2024/01/05,11250,11250,11110,11110,140,-1.24,6373,0,0,0
2024/01/04,11320,11320,11045,11250,190,-1.66,23505,-34,+109,-74
2024/01/03,11550,11550,11405,11440,200,-1.72,4698,-6,+3,+3
2024/01/02,11700,11715,11530,11640,60,-0.51,5970,-8,+15,+1
2023/12/28,11830,11830,11605,11700,115,-0.97,6855,+38,0,-40
2023/12/27,12490,12490,11705,11815,70,+0.60,12699,+52,0,-52
2023/12/26,11715,11780,11685,11745,55,+0.47,7300,-30,+34,-4
2023/12/22,11825,11825,11680,11690,30,-0.26,6049,+10,0,-10
2023/12/21,11835,11835,11630,11720,150,-1.26,10580,-37,+29,+8
2023/12/20,11750,11890,11750,11870,210,+1.80,9058,-5,-50,+56
2023/12/19,11635,11815,11585,11660,30,+0.26,9568,-29,0,+28
2023/12/18,11620,11750,11580,11630,170,+1.48,4837,-7,+28,-20
2023/12/15,11525,11525,11400,11460,10,+0.09,2506,0,0,0
2023/12/14,11500,11550,11425,11450,20,-0.17,6081,+6,+7,-13
2023/12/13,11175,11495,11175,11470,135,+1.19,7539,-22,0,+21
2023/12/12,11245,11445,11245,11335,100,+0.89,2379,-3,+1,+2
2023/12/11,11205,11240,10960,11235,300,+2.74,6221,-32,+56,-26
2023/12/08,11205,11205,10935,10935,255,-2.28,4944,+2,-2,0
2023/12/07,11060,11195,11060,11190,45,+0.40,5488,-15,+32,-17
2023/12/06,10985,11190,10880,11145,160,+1.46,5539,-27,+13,+13
2023/12/05,10965,11000,10935,10985,50,+0.46,2835,-6,+2,+3
2023/12/04,10845,10950,10705,10935,210,+1.96,7331,+1,+15,-22
2023/12/01,10665,10740,10585,10725,130,+1.23,4858,-19,+36,-18
2023/11/30,10580,10675,10455,10595,195,+1.88,7400,-3,+34,-32
2023/11/29,10410,10475,10295,10400,100,+0.97,1886,-9,+6,+2
2023/11/28,10400,10450,10260,10300,70,-0.68,6249,-22,+21,+1
2023/11/27,10470,10505,10335,10370,45,+0.44,3588,+3,-6,+5
2023/11/24,10390,10395,10275,10325,0,0.00,2030,-4,0,+4
2023/11/23,10270,10325,10220,10325,55,+0.54,2861,-9,+24,-14
2023/11/22,10240,10270,10160,10270,135,+1.33,7263,-58,+69,-11
2023/11/21,10185,10230,10130,10135,5,+0.05,1525,-2,+10,-9
2023/11/20,10175,10210,9990,10130,65,+0.65,1618,-3,+4,-1
2023/11/17,10150,10150,10040,10065,30,-0.30,648,+3,0,-2
2023/11/16,10215,10295,10070,10095,135,-1.32,975,+4,-6,+2
2023/11/15,10290,10445,10230,10230,130,+1.29,3504,0,-3,+4
2023/11/14,10000,10155,10000,10100,100,+1.00,4539,-14,-6,+14
2023/11/13,9815,10000,9815,10000,195,+1.99,3551,-14,+16,-2
2023/11/10,9615,9830,9615,9805,160,+1.66,3571,-3,+19,-17
2023/11/09,9745,9745,9635,9645,65,+0.68,6613,-11,+31,-20
2023/11/08,9625,9720,9580,9580,55,+0.58,1432,+2,0,-2
2023/11/07,9635,9635,9455,9525,70,-0.73,974,-1,0,+2
2023/11/06,9570,9665,9570,9595,30,+0.31,3368,-7,0,+7
2023/11/03,9680,9680,9535,9565,115,-1.19,3965,+11,0,-11
2023/11/02,9700,10000,9640,9680,20,-0.21,7516,+7,0,-7
2023/11/01,9565,9740,9475,9700,335,+3.58,2099,-4,0,+5
2023/10/31,9550,9740,9350,9365,185,-1.94,5009,-6,0,+6
2023/10/30,9635,9635,9550,9550,80,-0.83,8958,+26,0,-26
2023/10/27,9630,9630,9535,9630,90,+0.94,5140,+24,0,-24
2023/10/26,10100,10100,9540,9540,530,-5.26,8578,+3,0,-3
2023/10/25,9795,10070,9770,10070,315,+3.23,10407,+83,0,-84
2023/10/24,10065,10065,9580,9755,260,-2.60,98162,+629,-292,-337
2023/10/23,10100,10100,9670,10015,40,-0.40,36899,+312,-5,-308
2023/10/20,10225,10225,9950,10055,115,-1.13,7504,-35,+29,+5
2023/10/19,10200,10200,10145,10170,30,-0.29,593,-3,+4,-1
2023/10/18,10165,10275,10165,10200,35,+0.34,2822,-17,+11,+7
2023/10/17,9985,10170,9985,10165,230,+2.32,2383,-15,+11,+4
2023/10/16,10060,10275,9805,9935,15,-0.15,4100,-10,+8,+3
2023/10/13,10280,10280,9950,9950,180,-1.78,1582,+2,+3,-6
2023/10/12,10075,10200,10065,10130,55,+0.55,3252,-9,+13,-4
2023/10/11,10275,10275,10045,10075,35,-0.35,2434,+4,0,-4
2023/10/10,9960,10175,9960,10110,460,+4.77,3150,-26,+22,+3
2023/10/06,9890,9890,9650,9650,190,-1.93,2453,+8,-6,-1
2023/10/05,9915,9915,9735,9840,60,+0.61,614,+3,0,-3
2023/10/04,10030,10145,9780,9780,250,-2.49,3066,+6,-12,+6
2023/09/27,9940,10040,9930,10030,100,+1.01,2439,+10,-12,+2
2023/09/26,10500,10500,9930,9930,5,+0.05,552,+1,-2,+1
2023/09/25,10180,10180,9905,9925,60,-0.60,662,-4,0,+4
2023/09/22,10005,10025,9950,9985,170,-1.67,3164,0,0,+1
2023/09/21,10120,10240,9950,10155,35,+0.35,1400,+7,-5,-2
2023/09/20,10065,10125,10065,10120,55,+0.55,679,-2,-1,+4
2023/09/19,10035,10090,10010,10065,145,+1.46,1606,-3,+5,-2
2023/09/18,10235,10435,9920,9920,315,-3.08,1019,+1,0,0
2023/09/15,10225,10425,10185,10235,10,+0.10,2853,0,+1,-1
2023/09/14,10200,10295,10185,10225,25,+0.25,6515,-4,+33,-29
2023/09/13,10315,10315,10180,10200,170,-1.64,1544,-7,+10,-3
2023/09/12,10475,10475,10325,10370,80,+0.78,2153,+1,-1,0
2023/09/11,10115,10355,10115,10290,65,+0.64,5498,-7,+31,-24
2023/09/08,10060,10250,10060,10225,175,+1.74,3320,-23,+25,-3
2023/09/07,10335,10485,10050,10050,230,-2.24,5396,-6,-9,+15
2023/09/06,10215,10345,10210,10280,70,+0.69,5044,-35,+34,0
2023/09/05,10125,10220,10125,10210,75,+0.74,9263,-71,+81,-10
2023/09/04,10450,10450,10105,10135,5,-0.05,3128,-20,+19,-1
2023/09/01,10000,10165,10000,10140,290,+2.94,9580,-3,+31,-28
2023/08/31,9805,9980,9805,9850,45,+0.46,5135,+2,+22,-25
2023/08/30,9840,9900,9790,9805,65,+0.67,16531,-126,+117,+8
2023/08/29,9795,9795,9555,9740,5,-0.05,11716,-63,+74,-11
2023/08/28,9510,9775,9510,9745,245,+2.58,5646,0,+24,-24
2023/08/25,9745,9745,9500,9500,220,-2.26,2033,+11,-1,-10
2023/08/24,9750,9800,9700,9720,30,-0.31,1565,+1,+3,-4
2023/08/23,9765,9770,9660,9750,30,+0.31,1888,-6,+6,0
2023/08/22,9605,9740,9570,9720,155,+1.62,2695,-2,+17,-15
2023/08/21,9400,9600,9400,9565,205,+2.19,9594,-6,+78,-73
2023/08/18,9560,9560,9360,9360,205,-2.14,3724,-8,+5,+2
2023/08/17,9810,9885,9565,9565,130,-1.34,3448,-4,+11,-8
2023/08/16,9605,9750,9605,9695,65,-0.67,7317,-40,+53,-14
2023/08/14,9670,9760,9670,9760,140,+1.46,5578,-5,0,+4
2023/08/11,9600,9740,9585,9620,20,+0.21,5689,-15,+25,-5
2023/08/10,9525,9605,9465,9600,75,+0.79,2418,-12,+10,+2
2023/08/09,9460,9560,9400,9525,75,-0.78,21266,+6,+170,-176
2023/08/08,9610,9640,9570,9600,10,-0.10,1218,+8,0,-9
2023/08/07,9735,9735,9515,9610,130,-1.33,4622,+20,+3,-23
2023/08/04,9940,9940,9645,9740,25,-0.26,6523,+4,-17,+13
2023/08/03,9615,10055,9555,9765,290,-2.88,13270,+27,-22,-6
2023/08/02,9915,10070,9915,10055,140,+1.41,13203,-46,+93,-47
2023/08/01,9735,9955,9735,9915,185,+1.90,11498,-36,+64,-28
2023/07/31,9625,9900,9625,9730,0,0.00,2466,-10,+4,+6
2023/07/28,9770,9840,9705,9730,40,-0.41,3035,+4,-5,+1
2023/07/27,9620,9770,9570,9770,150,+1.56,11228,-36,+50,-13
2023/07/26,9670,9670,9520,9620,50,+0.52,23783,-21,+199,-178
2023/07/25,9530,9580,9415,9570,90,+0.95,5726,-13,+28,-15
2023/07/24,9505,9655,9415,9480,25,-0.26,15229,-53,+56,-4
2023/07/21,9625,9625,9420,9505,170,-1.76,33859,-223,+216,+6
2023/07/20,9695,9695,9600,9675,25,-0.26,2755,+19,0,-19
2023/07/19,9515,9700,9515,9700,230,+2.43,6902,+21,0,-22
2023/07/18,9370,9520,9370,9470,50,+0.53,5474,+13,0,-12
2023/07/17,9360,9445,9255,9420,15,+0.16,10971,+18,-30,+12
2023/07/14,9520,9590,9180,9405,65,-0.69,8654,-13,+29,-17
2023/07/13,9670,9670,9380,9470,200,-2.07,6689,+21,0,-21
2023/07/12,9700,9700,9650,9670,20,+0.21,3465,+28,0,-27
2023/07/11,9430,9740,9430,9650,320,+3.43,4912,+24,0,-22
2023/07/10,9380,9470,9330,9330,50,-0.53,1548,0,-2,+2
2023/07/07,9500,9520,9360,9380,125,-1.32,4252,-1,0,+3
2023/07/06,9730,9730,9455,9505,175,-1.81,6696,-9,+4,-9
2023/07/05,9680,9735,9650,9680,0,0.00,4218,+2,0,-2
2023/07/04,9685,10150,9650,9680,105,-1.07,10340,+59,-6,-53
2023/07/03,9765,9790,9695,9785,20,+0.20,2219,+5,+1,-6
2023/06/30,9700,9785,9700,9765,65,+0.67,3627,+12,+1,-12
2023/06/29,9640,9725,9640,9700,60,+0.62,2941,+8,+1,-10
2023/06/28,9450,9640,9445,9640,290,+3.10,4968,-11,+16,-5
2023/06/27,9495,9495,9350,9350,175,-1.84,5393,+33,-18,-15
2023/06/26,9570,9570,9425,9525,45,-0.47,3137,-4,-5,+10
2023/06/23,9500,9700,9475,9570,170,+1.81,1322,-4,+3,0
2023/06/22,9605,9605,9400,9400,255,-2.64,5596,+15,-11,-3
2023/06/21,9720,9755,9620,9655,65,-0.67,3673,-4,+2,+1
2023/06/20,9750,9790,9485,9720,30,-0.31,5830,-22,+16,+5
2023/06/19,9990,9990,9655,9750,50,-0.51,37696,+11,-18,+8
2023/06/16,9600,9800,9600,9800,300,+3.16,8773,-5,-17,+21
2023/06/15,9600,9805,9500,9500,100,-1.04,9977,+33,-29,-4
2023/06/14,9450,9695,9450,9600,120,+1.27,6205,-16,+36,-20
2023/06/13,9455,9545,9435,9480,80,+0.85,4090,-13,+24,-12
2023/06/12,9415,9465,9340,9400,35,+0.37,4490,+5,+8,-13
2023/06/09,9370,9600,9365,9365,40,+0.43,13555,+30,-68,+38
2023/06/08,9500,9590,9320,9325,295,-3.07,10788,+5,+14,-18
2023/06/07,9570,9750,9570,9620,100,+1.05,1949,+5,-4,0
2023/06/05,9470,9660,9470,9520,50,+0.53,14843,-84,+102,-17
2023/06/02,9700,9745,9455,9470,230,-2.37,12365,+35,-56,+20
2023/06/01,9820,9860,9580,9700,110,-1.12,123091,+47,-405,+358
2023/05/31,9655,9850,9655,9810,50,+0.51,2981,-7,+3,+4
2023/05/30,9680,9830,9620,9760,150,+1.56,7484,+4,0,-4
2023/05/26,9600,9790,9485,9610,35,+0.37,18254,+10,-151,+135
2023/05/25,9485,9575,9485,9575,195,+2.08,5633,-24,+28,-4
2023/05/24,9420,9420,9300,9380,90,-0.95,1906,-3,+3,0
2023/05/23,9445,9480,9350,9470,75,+0.80,7074,-31,+57,-27
2023/05/22,9340,9435,9340,9395,55,+0.59,2523,+6,0,-5
2023/05/19,9315,9400,9315,9340,60,+0.65,4398,+6,+3,-10
2023/05/18,9280,9300,9245,9280,50,+0.54,2785,+1,+1,-2
2023/05/17,9230,9260,9140,9230,50,-0.54,4462,-9,+19,-10
2023/05/16,9220,9340,9215,9280,75,+0.81,5647,-36,+37,-1
2023/05/15,9230,9230,8955,9205,50,-0.54,4432,-18,+18,-1
2023/05/12,9245,9285,9240,9255,10,+0.11,925,+4,0,-5
2023/05/11,9130,9275,9130,9245,185,+2.04,14475,-38,+100,-62
2023/05/10,9000,9110,9000,9060,40,+0.44,695,-5,+3,+1
2023/05/09,8960,9050,8960,9020,185,+2.09,1438,-1,0,+1
2023/05/08,8660,8880,8260,8835,260,+3.03,5484,0,+30,-32
2023/05/04,8650,8650,8565,8575,110,-1.27,3354,-2,0,+2
2023/05/03,8765,8765,8625,8685,90,-1.03,8252,-16,+22,-6
2023/05/02,8815,8815,8760,8775,125,-1.40,7198,-2,0,+3
2023/04/28,8935,8940,8900,8900,10,+0.11,2223,+2,0,-1
2023/04/27,8875,8910,8845,8890,45,+0.51,3881,-7,0,+8
2023/04/26,8860,8925,8830,8845,270,-2.96,9650,+36,-44,+8
2023/04/25,9305,9305,9115,9115,270,-2.88,10474,+12,-30,+20
2023/04/24,9305,9410,9300,9385,105,+1.13,3070,-3,+12,-9
2023/04/21,9280,9295,9150,9280,15,+0.16,6963,-31,+44,-13
2023/04/20,9360,9395,9265,9265,100,-1.07,5089,-29,+41,-12
2023/04/19,9430,9430,9300,9365,65,-0.69,649,-2,0,+1
2023/04/18,9350,9515,9315,9430,80,+0.86,2013,-7,+6,0
2023/04/17,9270,9415,9250,9350,60,+0.65,4517,+2,+21,-23
2023/04/14,9290,9305,9210,9290,5,-0.05,2058,0,+1,-1
2023/04/13,9350,9350,9195,9295,0,0.00,4580,-8,-13,+20
2023/04/12,9270,9370,9210,9295,25,+0.27,7038,-19,+53,-35
2023/04/11,9290,9290,9230,9270,10,-0.11,2608,-4,+8,-4
2023/04/10,9150,9380,9150,9280,30,+0.32,6167,-9,+39,-30
2023/04/07,9185,9280,9185,9250,70,+0.76,2246,-7,+13,-7
2023/04/06,9185,9245,9180,9180,180,-1.92,2930,+11,-6,-5
2023/04/05,9350,9500,9335,9360,10,+0.11,7396,+4,-17,+13
2023/04/04,9420,9520,9320,9350,120,-1.27,6704,+45,-48,+3
2023/04/03,9240,9495,9240,9470,410,+4.53,22080,-108,+176,-69
2023/03/31,9020,9060,8940,9060,40,+0.44,6491,-16,+38,-23
2023/03/30,9035,9035,8990,9020,35,+0.39,3739,-21,+30,-10
2023/03/29,9000,9000,8860,8985,45,-0.50,8125,-18,+42,-24
2023/03/28,9050,9080,8995,9030,0,0.00,2527,+7,-3,-5
2023/03/27,9030,9030,8960,9030,25,+0.28,2368,+12,-8,-3
2023/03/24,8805,9025,8800,9005,290,+3.33,6082,-20,+38,-18
2023/03/23,8970,8970,8715,8715,425,-4.65,9209,+52,-51,-2
2023/03/22,8975,9150,8975,9140,170,+1.90,10342,-46,+60,-14
2023/03/21,8915,8980,8880,8970,55,+0.62,2056,-11,+11,-3
2023/03/20,9030,9030,8880,8915,10,-0.11,1310,+2,+4,-6
2023/03/17,8985,8985,8845,8925,50,+0.56,6321,-15,+22,-7
2023/03/16,8985,8985,8850,8875,110,-1.22,3657,-8,0,+9
2023/03/15,9045,9045,8755,8985,295,+3.39,5994,+2,+40,-43
2023/03/14,8785,8785,8615,8690,110,-1.25,7022,-13,+9,+3
2023/03/13,9020,9020,8800,8800,220,-2.44,13193,+28,+18,-45
2023/03/10,9115,9140,9015,9020,340,-3.63,7257,+26,-11,-16
2023/03/09,9380,9380,9295,9360,30,-0.32,2902,-5,-5,+10
2023/03/08,9250,9415,9250,9390,25,+0.27,4678,-11,+33,-22
2023/03/07,9135,9370,9135,9365,15,+0.16,3072,+3,-6,+3
2023/03/06,9365,9380,9150,9350,125,+1.36,5195,-20,+23,-4
2023/03/03,9295,9360,9125,9225,90,+0.99,6953,-15,+16,-2
2023/03/02,9260,9275,9080,9135,65,-0.71,2325,+9,-5,-4
2023/02/28,9190,9200,9115,9200,35,+0.38,4004,+8,+3,-12
2023/02/27,9120,9165,9050,9165,5,+0.05,6830,+5,+20,-27
2023/02/24,9180,9190,9155,9160,10,+0.11,1135,0,-2,+4
2023/02/23,9155,9205,9110,9150,45,+0.49,4927,0,-2,+2
2023/02/22,9060,9130,9040,9105,55,-0.60,5853,+1,-3,+2
2023/02/21,9135,9160,9105,9160,10,+0.11,4735,+23,-30,+9
2023/02/20,9160,9220,9140,9150,55,-0.60,10603,+68,-58,-10
2023/02/17,9345,9375,9125,9205,220,-2.33,12671,+47,-30,-17
2023/02/16,9250,9450,9250,9425,275,+3.01,12975,+10,-21,+13
2023/02/15,9110,9170,9035,9150,130,+1.44,4487,-24,+27,-3
2023/02/14,9050,9125,9010,9020,20,+0.22,8876,+20,-38,+19
2023/02/13,8975,9020,8940,9000,50,+0.56,2757,-2,+5,-2
2023/02/10,9080,9080,8950,8950,180,-1.97,16164,-21,+37,-16
2023/02/09,9120,9305,9035,9130,70,-0.76,29528,+11,+11,-21
2023/02/08,8855,9200,8855,9200,390,+4.43,96663,-36,+333,-297
2023/02/07,8970,8970,8735,8810,10,-0.11,8600,+3,-9,+6
2023/02/06,8820,8855,8785,8820,100,-1.12,16720,+30,-53,+22
2023/02/03,8820,8930,8820,8920,200,+2.29,41487,-21,+160,-141
2023/02/02,8625,8720,8625,8720,320,+3.81,12770,-1,-39,+39
2023/02/01,8415,8415,8325,8400,135,+1.63,10358,+10,+47,-57
2023/01/31,8285,8335,8245,8265,185,-2.19,6767,+2,+16,-17
2023/01/30,8450,8480,8320,8450,45,+0.54,12098,-29,+32,-2
2023/01/27,8360,8420,8300,8405,135,+1.63,13367,+13,-48,+34
2023/01/26,8250,8310,8205,8270,25,+0.30,10758,-12,0,+12
2023/01/25,8200,8245,8170,8245,295,+3.71,27042,-31,+174,-144
2023/01/20,7905,7980,7900,7950,30,+0.38,6819,-16,+9,+2
2023/01/19,8085,8085,7920,7920,200,-2.46,13759,+53,-55,+1
2023/01/18,8000,8195,8000,8120,215,+2.72,9838,-8,+7,0
2023/01/17,7915,7940,7890,7905,20,-0.25,2759,-6,+3,+2
2023/01/16,7865,7950,7865,7925,60,+0.76,12372,+12,-44,+32
2023/01/13,7950,7950,7840,7865,85,-1.07,12553,+57,-51,-7
2023/01/12,7960,7960,7900,7950,70,+0.89,16863,0,+104,-104
2023/01/11,7890,7935,7860,7880,30,+0.38,6926,-31,+32,-3
2023/01/10,7860,7865,7795,7850,60,+0.77,5743,+6,-5,+6
2023/01/09,7995,7995,7605,7790,55,-0.70,3776,+5,-7,+2
2023/01/06,7875,7890,7785,7845,405,-4.91,22358,+91,-123,+33
2023/01/05,8570,8570,8185,8250,40,+0.49,2504,-5,+4,+2
2023/01/04,8210,8235,8160,8210,40,+0.49,2498,+11,-13,+2
2023/01/03,8205,8205,8115,8170,160,+2.00,885,0,0,+1
2023/01/02,7995,8240,7870,8010,90,+1.14,3656,+2,-4,+2
2022/12/29,7940,7940,7835,7920,70,-0.88,6626,+15,-12,-2
2022/12/28,8000,8010,7950,7990,110,-1.36,4453,+17,-8,-8
2022/12/27,8225,8235,8100,8100,90,-1.10,8206,+45,-14,-30
2022/12/26,8225,8225,8145,8190,40,-0.49,4568,+21,-20,0
2022/12/23,8305,8305,8210,8230,165,-1.97,3774,+6,-8,+3
2022/12/22,8400,8410,8330,8395,5,-0.06,4452,+24,-12,-13
2022/12/21,8530,8530,8370,8400,100,+1.20,1566,+2,+2,-4
2022/12/20,8550,8550,8295,8300,375,-4.32,13694,+58,-73,+15
2022/12/19,8755,8755,8655,8675,110,-1.25,7745,+50,-50,0
2022/12/16,8810,8850,8750,8785,275,-3.04,15129,+61,-85,+24
2022/12/15,9200,9200,9045,9060,40,-0.44,2733,+8,-4,-5
2022/12/14,9145,9145,8850,9100,55,+0.61,8622,-21,+50,-28
2022/12/13,9135,9135,8960,9045,120,+1.34,1628,-4,+1,+4
2022/12/12,8880,8980,8715,8925,45,+0.51,3764,-19,+18,0
2022/12/09,9040,9040,8730,8880,25,-0.28,11595,-42,+51,-10
2022/12/08,8995,8995,8860,8905,55,-0.61,8400,+25,-32,+8
2022/12/07,9020,9020,8950,8960,115,-1.27,7707,+19,-17,-1
2022/12/06,8955,9075,8955,9075,55,-0.60,11378,-13,+64,-52
2022/12/05,9325,9325,9095,9130,255,-2.72,27397,-48,+85,-38
2022/12/02,9350,9390,9225,9385,285,+3.13,5741,-32,+29,+3
2022/12/01,9160,9160,9065,9100,135,+1.51,15123,+11,+88,-98
2022/11/30,9340,9340,8910,8965,375,-4.01,32212,+127,-226,+99
2022/11/29,9400,9400,9200,9340,85,-0.90,3110,+15,-3,-12
2022/11/28,9430,9435,9380,9425,20,-0.21,3449,+12,0,-12
2022/11/25,9510,9510,9200,9445,5,+0.05,2015,-6,+5,+1
2022/11/24,9520,9520,9350,9440,30,+0.32,2380,0,-2,+2
2022/11/23,9395,9410,9380,9410,10,+0.11,1666,+9,-2,-6
2022/11/22,9420,9495,9400,9400,60,-0.63,3523,+14,0,-14
2022/11/21,9415,9465,9400,9460,80,+0.85,932,+6,0,-6
2022/11/18,9435,9435,9370,9380,160,-1.68,4871,+34,0,-34
2022/11/17,9405,9540,9400,9540,75,-0.78,3554,-1,+15,-13
2022/11/16,9615,9615,9515,9615,105,+1.10,2993,-16,+18,-2
2022/11/15,9500,9525,9400,9510,110,+1.17,3248,+4,0,-4
2022/11/14,9770,9770,9400,9400,50,+0.53,7348,-36,+31,+6
2022/11/11,9400,9400,9240,9350,340,+3.77,13121,+18,+57,-76
2022/11/10,9125,9125,8995,9010,270,-2.91,8344,+21,0,-23
2022/11/09,9115,9400,9115,9280,175,+1.92,8801,+42,0,-44
2022/11/08,9255,9255,9085,9105,50,-0.55,14119,+32,-11,-21
2022/11/07,9365,9365,9155,9155,405,-4.24,22323,+114,-95,-18
2022/11/04,9645,9645,9525,9560,335,-3.39,18402,+95,-87,-8
2022/11/03,10105,10105,9875,9895,575,-5.49,53431,+103,-391,+287
2022/11/02,10625,10625,10445,10470,290,-2.70,5907,-16,+30,-14
2022/11/01,10905,10995,10705,10760,35,-0.32,17785,+11,-40,+29
2022/10/31,10755,11025,10685,10795,95,+0.89,4500,-30,+30,-1
2022/10/28,10860,10860,10565,10700,5,+0.05,4499,-14,+14,0
2022/10/27,10735,10795,10675,10695,15,+0.14,17056,+23,+104,-128
2022/10/26,10590,10855,10590,10680,170,+1.62,21713,-3,+210,-207
2022/10/25,10430,10550,10310,10510,80,+0.77,4879,+33,-34,+1
2022/10/24,10340,10570,10340,10430,175,+1.71,19678,-17,+16,+2
2022/10/21,10315,10315,10180,10255,105,+1.03,1679,+10,-9,-1
2022/10/20,10225,10225,10075,10150,250,-2.40,3123,-9,+8,+1
2022/10/19,10385,10450,10335,10400,225,+2.21,1384,0,0,-1
2022/10/18,10010,10310,10010,10175,285,+2.88,7842,-10,+61,-52
2022/10/17,9770,9890,9675,9890,85,-0.85,5657,+23,-3,-20
2022/10/14,9900,10005,9900,9975,85,+0.86,3522,-3,+9,-7
2022/10/13,9895,9895,9880,9890,120,-1.20,1298,-2,0,+3
2022/10/12,9965,10040,9965,10010,140,+1.42,556,0,0,-1
2022/10/11,10055,10130,9870,9870,925,-8.57,10366,+54,-68,+14
2022/10/07,10855,10855,10740,10795,25,+0.23,1205,-3,+3,0
2022/10/06,10780,10945,10770,10770,20,-0.19,1599,-1,0,0
2022/10/05,11185,11185,10755,10790,40,+0.37,1448,-1,0,+1
2022/10/04,10700,10780,10620,10750,185,+1.75,2542,-2,+16,-14
2022/09/30,10545,10570,10470,10565,20,+0.19,5632,+6,+9,-15
2022/09/29,10700,10700,10535,10545,95,+0.91,3578,-16,+16,-1
2022/09/28,10345,10450,10330,10450,65,+0.63,11872,-22,+52,-30
2022/09/27,10185,10440,10185,10385,200,+1.96,25289,-46,+58,-12
2022/09/26,10310,10310,10100,10185,190,-1.83,8725,+15,-14,-2
2022/09/23,10395,10395,10000,10375,220,-2.08,4040,+7,-13,+6
2022/09/22,10615,10615,10500,10595,105,-0.98,2332,+5,-11,+5
2022/09/21,10725,10745,10610,10700,90,-0.83,6111,-1,0,0
2022/09/20,10600,10890,10600,10790,230,+2.18,5044,-19,+28,-10
2022/09/19,10650,10650,10560,10560,255,-2.36,3036,+11,0,-11
2022/09/16,11000,11000,10815,10815,255,-2.30,4184,+26,0,-25
2022/09/15,10970,11165,10970,11070,45,+0.41,4131,+18,-14,-4
2022/09/14,11040,11180,11025,11025,290,-2.56,125500,-42,+194,-152
2022/09/13,11285,11425,11285,11315,480,+4.43,12015,+5,0,-5
2022/09/08,10725,10835,10715,10835,220,+2.07,20625,+36,0,-36
2022/09/07,10580,10655,10550,10615,75,-0.70,5609,0,0,0
2022/09/06,10650,10715,10625,10690,50,+0.47,4208,+16,0,-16
2022/09/05,10500,10650,10500,10640,105,+1.00,5427,+6,-12,-6
2022/09/02,10520,10550,10300,10535,315,-2.90,6215,+20,0,-19
2022/09/01,10940,10940,10805,10850,200,-1.81,5453,+27,-23,-4
2022/08/31,11075,11145,11050,11050,25,-0.23,4536,+27,0,-27
2022/08/30,10900,11105,10900,11075,75,+0.68,7292,+57,0,-57
2022/08/29,11085,11095,10805,11000,260,-2.31,26757,-10,+75,-66
2022/08/26,11210,11340,11210,11260,10,-0.09,7972,+31,0,-31
2022/08/25,11280,11310,11235,11270,85,+0.76,15365,+22,0,-22
2022/08/24,11275,11275,11035,11185,175,+1.59,6348,+15,-3,-12
2022/08/23,11075,11155,11010,11010,65,-0.59,18946,+41,+120,-169
